시설번호,시설유형코드,시군구명,시군구코드,소재지지번주소,위도,경도,안전센터명,보호틀유무,사용가능여부,설치연도,배관깊이,출수압력,배관지름,관할기관명,데이터기준일자
강촌001호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 145-1,37.78618943,127.6492375,강촌안전센터,N,Y,2007,0.7,7,100,춘천소방서,2021-11-19
강촌002호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 147-1,37.7867249,127.6479294,강촌안전센터,N,Y,2013,0.7,8,100,춘천소방서,2021-11-19
강촌003호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 126-9,37.7855228,127.6466862,강촌안전센터,Y,Y,2013,0.7,8,100,춘천소방서,2021-11-19
강촌004호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 219-15,37.7847563,127.6434883,강촌안전센터,Y,Y,2013,0.8,8,100,춘천소방서,2021-11-19
강촌005호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 238-2,37.7815501,127.6439918,강촌안전센터,Y,Y,2013,0.7,5.5,100,춘천소방서,2021-11-19
강촌006호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 300-15,37.7838965,127.6419933,강촌안전센터,Y,Y,2013,0.2,5,100,춘천소방서,2021-11-19
강촌007호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 300-11,37.7847709,127.6394011,강촌안전센터,N,Y,2009,1,4.5,100,춘천소방서,2021-11-19
강촌008호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 39-1,37.78910522,127.6503088,강촌안전센터,Y,Y,2009,0.9,7,100,춘천소방서,2021-11-19
강촌009호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 74-12,37.789569,127.6468713,강촌안전센터,Y,Y,2009,1,9,100,춘천소방서,2021-11-19
강촌010호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 75-45,37.7880725,127.646606,강촌안전센터,Y,Y,2009,1,7.5,100,춘천소방서,2021-11-19
강촌011호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 610-9,37.790241,127.6455965,강촌안전센터,Y,Y,2009,0.8,7.5,100,춘천소방서,2021-11-19
강촌012호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 11-4,37.7920632,127.6492709,강촌안전센터,Y,Y,2013,1,5.5,100,춘천소방서,2021-11-19
강촌013호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 69-6,37.7914407,127.6460449,강촌안전센터,Y,Y,2009,1,7.5,100,춘천소방서,2021-11-19
강촌014호,1,춘천시,42110,강원도 춘천시 남산면 방곡리 629-49,37.7941762,127.6418761,강촌안전센터,Y,Y,2013,0.8,8.5,100,춘천소방서,2021-11-19
강촌015호,1,춘천시,42110,강원도 춘천시 남산면 방곡리 135-7,37.792417,127.6441464,강촌안전센터,Y,Y,2013,0.8,7,100,춘천소방서,2021-11-19
강촌016호,1,춘천시,42110,강원도 춘천시 남산면 방곡리 139-6,37.7941653,127.6442152,강촌안전센터,Y,Y,2013,1,7,100,춘천소방서,2021-11-19
강촌017호,1,춘천시,42110,강원도 춘천시 남산면 방곡리 245-19,37.79517873,127.6419604,강촌안전센터,Y,Y,2013,0.9,7,100,춘천소방서,2021-11-19
강촌018호,1,춘천시,42110,강원도 춘천시 남산면 방곡리 2-1,37.79878268,127.6505812,강촌안전센터,N,Y,2010,0.9,3,100,춘천소방서,2021-11-19
강촌019호,1,춘천시,42110,강원도 춘천시 남산면 방곡리 203-4,37.7927574,127.6376273,강촌안전센터,N,Y,2010,0.7,7.5,100,춘천소방서,2021-11-19
강촌020호,1,춘천시,42110,강원도 춘천시 남산면 방곡리 285-7,37.7967653,127.6397994,강촌안전센터,N,Y,2010,0.8,7,100,춘천소방서,2021-11-19
강촌021호,1,춘천시,42110,강원도 춘천시 남산면 방곡리 307,37.7996861,127.6375312,강촌안전센터,Y,Y,2010,1,4.2,100,춘천소방서,2021-11-19
강촌022호,1,춘천시,42110,강원도 춘천시 남산면 방곡리 591,37.7932443,127.6260114,강촌안전센터,Y,Y,2010,0.8,5.5,100,춘천소방서,2021-11-19
강촌023호,1,춘천시,42110,강원도 춘천시 남산면 방곡리 321-2,37.8026242,127.6377018,강촌안전센터,Y,Y,2010,1,6.5,100,춘천소방서,2021-11-19
강촌024호,1,춘천시,42110,강원도 춘천시 남산면 방곡리 418-7,37.8042711,127.6370578,강촌안전센터,Y,Y,2010,1,7,100,춘천소방서,2021-11-19
강촌025호,1,춘천시,42110,강원도 춘천시 남산면 방곡리 418-5,37.80397823,127.636283,강촌안전센터,N,Y,2010,0.6,9,100,춘천소방서,2021-11-19
강촌026호,1,춘천시,42110,강원도 춘천시 남산면 방곡리 390-1,37.8029562,127.6372686,강촌안전센터,Y,Y,2010,0.7,9.5,100,춘천소방서,2021-11-19
강촌027호,1,춘천시,42110,강원도 춘천시 남산면 방곡리 542,37.7883066,127.6289499,강촌안전센터,Y,Y,2010,1.1,5.4,100,춘천소방서,2021-11-19
강촌028호,1,춘천시,42110,강원도 춘천시 남산면 방곡리 399-5,37.8067835,127.6365685,강촌안전센터,Y,Y,2010,1,3,100,춘천소방서,2021-11-19
강촌029호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 342-10,37.8079801,127.6360062,강촌안전센터,N,Y,2010,0.5,3,100,춘천소방서,2021-11-19
강촌030호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 337-3,37.8091612,127.6362616,강촌안전센터,N,Y,2000,0.8,9,100,춘천소방서,2021-11-19
강촌031호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 312-2,37.8085899,127.6352259,강촌안전센터,N,Y,2000,0.7,8,100,춘천소방서,2021-11-19
강촌032호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 362-5,37.8066687,127.6315382,강촌안전센터,Y,Y,2000,0.9,8,100,춘천소방서,2021-11-19
강촌033호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 372-1,37.8051928,127.6293215,강촌안전센터,Y,Y,2000,1.3,8,100,춘천소방서,2021-11-19
강촌034호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 413,37.8025193,127.6243592,강촌안전센터,Y,Y,2003,1.5,5,100,춘천소방서,2021-11-19
강촌035호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 247-17,37.81148405,127.6358084,강촌안전센터,Y,Y,2003,0.8,9,100,춘천소방서,2021-11-19
강촌036호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 226-6,37.81374687,127.633834,강촌안전센터,N,Y,2003,1.1,9,100,춘천소방서,2021-11-19
강촌037호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 산88-2,37.81570727,127.6325376,강촌안전센터,Y,Y,2003,1.3,9,100,춘천소방서,2021-11-19
강촌038호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 408,37.80214762,127.6204523,강촌안전센터,N,Y,2003,1,5.5,100,춘천소방서,2021-11-19
강촌039호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 429,37.79827437,127.6176725,강촌안전센터,Y,Y,2003,0.9,3,100,춘천소방서,2021-11-19
강촌040호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 430-1,37.79798771,127.6166491,강촌안전센터,Y,Y,2008,0.7,6,100,춘천소방서,2021-11-19
강촌041호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 432-8,37.7943148,127.6088533,강촌안전센터,N,Y,2008,0.9,8.5,100,춘천소방서,2021-11-19
강촌042호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 448-7,37.79124814,127.6040574,강촌안전센터,N,Y,2008,1.5,4.5,100,춘천소방서,2021-11-19
강촌043호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 454,37.7902599,127.603553,강촌안전센터,N,Y,2008,1,6.5,100,춘천소방서,2021-11-19
강촌044호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 450,37.7912743,127.6023437,강촌안전센터,N,Y,2008,1.4,6.5,100,춘천소방서,2021-11-19
강촌045호,1,춘천시,42110,강원도 춘천시 남면 후동리 187-5,37.760482,127.6259952,강촌안전센터,Y,Y,2011,0.6,3,100,춘천소방서,2021-11-19
강촌046호,1,춘천시,42110,강원도 춘천시 남면 후동리 223-10,37.7572048,127.6238846,강촌안전센터,Y,Y,2011,0.7,7.5,100,춘천소방서,2021-11-19
강촌047호,1,춘천시,42110,강원도 춘천시 남면 발산리 525-1,37.73519404,127.6108806,강촌안전센터,Y,Y,2011,0.8,6,100,춘천소방서,2021-11-19
강촌048호,1,춘천시,42110,강원도 춘천시 남면 발산리 246-1,37.7386171,127.6241604,강촌안전센터,N,Y,2011,1,9,100,춘천소방서,2021-11-19
강촌049호,1,춘천시,42110,강원도 춘천시 남면 발산리 230-3,37.73661633,127.6197597,강촌안전센터,Y,Y,2012,1,9.5,100,춘천소방서,2021-11-19
강촌050호,1,춘천시,42110,강원도 춘천시 남면 발산리 558-13,37.7353977,127.6094614,강촌안전센터,Y,Y,2012,0.5,11,100,춘천소방서,2021-11-19
강촌051호,1,춘천시,42110,강원도 춘천시 남면 발산리 685-10,37.73105782,127.6002707,강촌안전센터,Y,Y,2012,0.5,7.5,100,춘천소방서,2021-11-19
강촌052호,1,춘천시,42110,강원도 춘천시 남면 발산리 63,37.74014264,127.6355504,강촌안전센터,Y,Y,2012,0.9,8,100,춘천소방서,2021-11-19
강촌053호,1,춘천시,42110,강원도 춘천시 남면 발산리 38-3,37.7382158,127.6310784,강촌안전센터,Y,Y,2012,0.8,7,100,춘천소방서,2021-11-19
강촌054호,1,춘천시,42110,강원도 춘천시 남면 발산리 95,37.7380213,127.6295193,강촌안전센터,Y,Y,2012,1,7,100,춘천소방서,2021-11-19
강촌055호,1,춘천시,42110,강원도 춘천시 남면 발산리 263,37.7401144,127.6217056,강촌안전센터,Y,Y,2012,0.8,7,100,춘천소방서,2021-11-19
강촌056호,1,춘천시,42110,강원도 춘천시 남면 발산리 242-5,37.7367913,127.62246,강촌안전센터,Y,Y,2012,1,5,100,춘천소방서,2021-11-19
강촌057호,1,춘천시,42110,강원도 춘천시 남면 발산리 269-1,37.7385959,127.6202882,강촌안전센터,Y,Y,2012,1,10,100,춘천소방서,2021-11-19
강촌058호,1,춘천시,42110,강원도 춘천시 남면 발산리 325-2,37.7400567,127.6151214,강촌안전센터,Y,Y,2012,1,5,100,춘천소방서,2021-11-19
강촌059호,1,춘천시,42110,강원도 춘천시 남면 발산리 329-6,37.7409205,127.6175224,강촌안전센터,Y,Y,2012,1,2.5,100,춘천소방서,2021-11-19
강촌060호,1,춘천시,42110,강원도 춘천시 남면 발산리 172,37.7333659,127.6191156,강촌안전센터,Y,Y,2012,1,7,100,춘천소방서,2021-11-19
강촌061호,1,춘천시,42110,강원도 춘천시 남면 발산리 513,37.73326866,127.6105538,강촌안전센터,Y,Y,2012,1,9,100,춘천소방서,2021-11-19
강촌062호,1,춘천시,42110,강원도 춘천시 남면 발산리 376,37.7359538,127.6141783,강촌안전센터,Y,Y,2012,1,9,100,춘천소방서,2021-11-19
강촌063호,1,춘천시,42110,강원도 춘천시 남면 발산리 717-4,37.73281,127.5975518,강촌안전센터,Y,Y,2012,1.2,6,100,춘천소방서,2021-11-19
강촌064호,1,춘천시,42110,강원도 춘천시 남면 발산리 802-4,37.7306087,127.5948689,강촌안전센터,Y,Y,2012,0.9,6.5,100,춘천소방서,2021-11-19
강촌065호,1,춘천시,42110,강원도 춘천시 남면 가정리 1134-1,37.7415524,127.5723969,강촌안전센터,Y,Y,2012,0.9,7,100,춘천소방서,2021-11-19
강촌066호,1,춘천시,42110,강원도 춘천시 남면 가정리 557-8,37.7427651,127.5722169,강촌안전센터,Y,Y,2012,0.9,7,100,춘천소방서,2021-11-19
강촌067호,1,춘천시,42110,강원도 춘천시 남면 가정리 998-10,37.7479585,127.5731629,강촌안전센터,Y,Y,2012,0.8,6.5,100,춘천소방서,2021-11-19
강촌068호,1,춘천시,42110,강원도 춘천시 남면 가정리 1260,37.7532418,127.5666447,강촌안전센터,Y,Y,2012,1,3.5,100,춘천소방서,2021-11-19
강촌069호,1,춘천시,42110,강원도 춘천시 남면 추곡리 232-11,37.7447815,127.6509422,강촌안전센터,Y,Y,2012,0.7,4.5,100,춘천소방서,2021-11-19
강촌070호,1,춘천시,42110,강원도 춘천시 남면 가정리 591,37.7450464,127.587874,강촌안전센터,Y,Y,2012,1,5,100,춘천소방서,2021-11-19
강촌071호,1,춘천시,42110,강원도 춘천시 남면 가정리 721,37.7394152,127.5678111,강촌안전센터,Y,Y,2012,0.8,5,100,춘천소방서,2021-11-19
강촌072호,1,춘천시,42110,강원도 춘천시 남면 가정리 421,37.75184811,127.5756385,강촌안전센터,Y,Y,2012,1.1,5.5,100,춘천소방서,2021-11-19
강촌073호,1,춘천시,42110,강원도 춘천시 남면 가정리 926,37.73428299,127.5674222,강촌안전센터,Y,Y,2012,1,7.5,100,춘천소방서,2021-11-19
강촌074호,1,춘천시,42110,강원도 춘천시 신동면 혈동리 544-4,37.7980927,127.6883453,강촌안전센터,Y,Y,2012,0.7,5,100,춘천소방서,2021-11-19
강촌075호,1,춘천시,42110,강원도 춘천시 신동면 팔미리 716,37.8115982,127.6812584,강촌안전센터,Y,Y,2012,1.3,11,100,춘천소방서,2021-11-19
강촌076호,1,춘천시,42110,강원도 춘천시 신동면 팔미리 22-1,37.83262761,127.7113756,강촌안전센터,Y,Y,2012,0.6,6.5,100,춘천소방서,2021-11-19
강촌077호,1,춘천시,42110,강원도 춘천시 서면 안보리 841,37.8490696,127.5749215,강촌안전센터,Y,Y,2012,0.9,4,100,춘천소방서,2021-11-19
강촌078호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 501-1,37.7772407,127.628627,강촌안전센터,Y,Y,2013,0.7,7,100,춘천소방서,2021-11-19
강촌079호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 487,37.77641837,127.6264405,강촌안전센터,Y,Y,2013,1,6.5,100,춘천소방서,2021-11-19
강촌080호,1,춘천시,42110,강원도 춘천시 남면 추곡리 33,37.7551279,127.6548429,강촌안전센터,Y,Y,2013,0.7,4.2,100,춘천소방서,2021-11-19
강촌081호,1,춘천시,42110,강원도 춘천시 남산면 수동리 749,37.75658875,127.6381334,강촌안전센터,Y,Y,2013,0.7,4.2,100,춘천소방서,2021-11-19
강촌082호,1,춘천시,42110,강원도 춘천시 남면 후동리 43-1,37.74723523,127.631924,강촌안전센터,N,Y,2013,0.8,7.5,100,춘천소방서,2021-11-19
강촌083호,1,춘천시,42110,강원도 춘천시 남산면 수동리 678,37.7596012,127.6381727,강촌안전센터,Y,Y,2014,0.8,8,100,춘천소방서,2021-11-19
강촌084호,1,춘천시,42110,강원도 춘천시 남면 후동리 206-4,37.7610225,127.6202449,강촌안전센터,Y,Y,2014,0.9,6,100,춘천소방서,2021-11-19
강촌085호,1,춘천시,42110,강원도 춘천시 남산면 수동리 109-1,37.7734332,127.6790282,강촌안전센터,Y,Y,2015,1.2,3.5,100,춘천소방서,2021-11-19
강촌086호,1,춘천시,42110,강원도 춘천시 남산면 수동리 271-4,37.775242,127.6684239,강촌안전센터,Y,Y,2015,0.8,6,100,춘천소방서,2021-11-19
강촌087호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 691,37.76643076,127.6292113,강촌안전센터,Y,Y,2017,0.8,6.5,100,춘천소방서,2021-11-19
강촌088호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 662,37.76898282,127.6285866,강촌안전센터,Y,Y,2017,0.7,3,100,춘천소방서,2021-11-19
강촌089호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 662,37.76898282,127.6285866,강촌안전센터,Y,Y,2017,0.6,5,100,춘천소방서,2021-11-19
강촌090호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 638,37.76810375,127.6251879,강촌안전센터,Y,Y,2017,1,6,100,춘천소방서,2021-11-19
강촌091호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 666,37.76728277,127.6290877,강촌안전센터,Y,Y,2017,0.6,4,100,춘천소방서,2021-11-19
강촌092호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 666,37.76728277,127.6290877,강촌안전센터,Y,Y,2017,0.8,4.2,100,춘천소방서,2021-11-19
강촌093호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 630,37.766907,127.6232908,강촌안전센터,Y,Y,2017,0.8,4.5,100,춘천소방서,2021-11-19
강촌094호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 632,37.76663183,127.6270324,강촌안전센터,Y,Y,2017,0.9,4.5,100,춘천소방서,2021-11-19
강촌095호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 632,37.76663183,127.6270324,강촌안전센터,Y,Y,2017,1,6.5,100,춘천소방서,2021-11-19
강촌096호,1,춘천시,42110,강원도 춘천시 남산면 창촌리 395-9,37.7676587,127.6330598,강촌안전센터,Y,Y,2017,0.4,15,100,춘천소방서,2021-11-19
강촌097호,1,춘천시,42110,강원도 춘천시 신동면 혈동리 산235-1,37.79844564,127.6864464,강촌안전센터,N,Y,2017,0.6,5,100,춘천소방서,2021-11-19
강촌098호,1,춘천시,42110,강원도 춘천시 신동면 의암리 123-1,37.8269497,127.6838165,강촌안전센터,Y,Y,2018,0.7,12,100,춘천소방서,2021-11-19
강촌099호,1,춘천시,42110,강원도 춘천시 신동면 의암리 233-4,37.8311924,127.6800608,강촌안전센터,Y,Y,2018,0.7,12,100,춘천소방서,2021-11-19
강촌100호,1,춘천시,42110,강원도 춘천시 신동면 의암리 94,37.83410109,127.6866033,강촌안전센터,Y,Y,2018,0.9,9,100,춘천소방서,2021-11-19
강촌101호,1,춘천시,42110,강원도 춘천시 신동면 의암리 25-4,37.8352182,127.6907874,강촌안전센터,Y,Y,2018,0.5,9.5,100,춘천소방서,2021-11-19
강촌102호,1,춘천시,42110,강원도 춘천시 신동면 의암리 4,37.8354398,127.6951217,강촌안전센터,Y,Y,2018,0.3,8,100,춘천소방서,2021-11-19
강촌103호,1,춘천시,42110,강원도 춘천시 남산면 서천리 500,37.8388533,127.5370217,강촌안전센터,Y,Y,2018,0.7,9,100,춘천소방서,2021-11-19
강촌104호,1,춘천시,42110,강원도 춘천시 신동면 혈동리 351,37.795722,127.7128022,강촌안전센터,Y,Y,2018,0.8,8,100,춘천소방서,2021-11-19
강촌105호,1,춘천시,42110,강원도 춘천시 신동면 의암리 74-4,37.8330516,127.68449,강촌안전센터,Y,Y,2019,1,11,100,춘천소방서,2021-11-19
강촌106호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 487-7,37.79117878,127.6003483,강촌안전센터,Y,Y,2019,1,5.5,100,춘천소방서,2021-11-19
강촌107호,1,춘천시,42110,강원도 춘천시 남면 발산리 132,37.7342869,127.6253395,강촌안전센터,Y,Y,2019,1,9,100,춘천소방서,2021-11-19
강촌108호,1,춘천시,42110,강원도 춘천시 남면 발산리 195-1,37.7326603,127.6238728,강촌안전센터,Y,Y,2019,1,8,100,춘천소방서,2021-11-19
강촌109호,1,춘천시,42110,강원도 춘천시 남면 발산리 151-2,37.7289043,127.624309,강촌안전센터,Y,Y,2019,1,5.5,100,춘천소방서,2021-11-19
강촌110호,1,춘천시,42110,강원도 춘천시 남산면 광판리 254-1,37.7605866,127.7111676,강촌안전센터,Y,Y,2019,0.6,4.2,100,춘천소방서,2021-11-19
강촌111호,1,춘천시,42110,강원도 춘천시 남산면 광판리 299-1,37.75806814,127.7086259,강촌안전센터,Y,Y,2019,0.6,5,100,춘천소방서,2021-11-19
강촌112호,1,춘천시,42110,강원도 춘천시 남산면 산수리 273-1,37.7090629,127.6757777,강촌안전센터,Y,Y,2019,0.8,6.5,100,춘천소방서,2021-11-19
강촌113호,1,춘천시,42110,강원도 춘천시 남산면 산수리 44-1,37.71123791,127.6725401,강촌안전센터,Y,Y,2019,0.5,6,100,춘천소방서,2021-11-19
강촌114호,1,춘천시,42110,강원도 춘천시 남산면 산수리 249,37.71408127,127.6681258,강촌안전센터,Y,Y,2019,1,6,100,춘천소방서,2021-11-19
강촌115호,1,춘천시,42110,강원도 춘천시 남산면 산수리 82-1,37.7200081,127.6715898,강촌안전센터,Y,Y,2019,1,3.5,100,춘천소방서,2021-11-19
강촌116호,1,춘천시,42110,강원도 춘천시 남산면 산수리 198,37.7132335,127.6625026,강촌안전센터,Y,Y,2019,0.9,4.5,100,춘천소방서,2021-11-19
강촌117호,1,춘천시,42110,강원도 춘천시 남산면 산수리 282-1,37.70780299,127.6776612,강촌안전센터,Y,Y,2019,0.6,7,100,춘천소방서,2021-11-19
강촌118호,1,춘천시,42110,강원도 춘천시 남산면 산수리 산28-2,37.7007916,127.679051,강촌안전센터,Y,Y,2019,0.5,6,100,춘천소방서,2021-11-19
강촌119호,1,춘천시,42110,강원도 춘천시 남산면 산수리 산137-4,37.70002149,127.6729937,강촌안전센터,Y,N,2019,0.5,4.2,100,춘천소방서,2021-11-19
강촌120호,1,춘천시,42110,강원도 춘천시 남산면 산수리 338-1,37.6977811,127.6722775,강촌안전센터,Y,N,2019,0.5,4.2,100,춘천소방서,2021-11-19
강촌121호,1,춘천시,42110,강원도 춘천시 남산면 산수리 346-2,37.69719307,127.6709348,강촌안전센터,Y,N,2019,0.4,4.2,100,춘천소방서,2021-11-19
강촌122호,1,춘천시,42110,강원도 춘천시 남산면 산수리 387-2,37.6997497,127.664256,강촌안전센터,Y,N,2019,0.6,4.2,100,춘천소방서,2021-11-19
강촌123호,1,춘천시,42110,강원도 춘천시 서면 당림리 399-17,37.83404024,127.6052495,강촌안전센터,Y,Y,2017,1.1,10,100,춘천소방서,2021-11-19
강촌124호,1,춘천시,42110,강원도 춘천시 서면 당림리 414-26,37.83697892,127.6078275,강촌안전센터,Y,Y,2017,0.6,9,100,춘천소방서,2021-11-19
강촌125호,1,춘천시,42110,강원도 춘천시 서면 당림리 581-4,37.8510042,127.6161249,강촌안전센터,Y,Y,2017,0.6,8,100,춘천소방서,2021-11-19
강촌126호,1,춘천시,42110,강원도 춘천시 서면 당림리 98-2,37.8623195,127.6183562,강촌안전센터,Y,Y,2017,0.6,6,100,춘천소방서,2021-11-19
강촌127호,1,춘천시,42110,강원도 춘천시 서면 당림리 423-22,37.8421501,127.6088424,강촌안전센터,N,Y,2017,0.3,8,100,춘천소방서,2021-11-19
강촌128호,1,춘천시,42110,강원도 춘천시 서면 당림리 587-17,37.84441676,127.6065427,강촌안전센터,N,Y,2000,0.3,4.2,100,춘천소방서,2021-11-19
강촌129호,1,춘천시,42110,강원도 춘천시 서면 당림리 489-2,37.8545319,127.6012882,강촌안전센터,N,Y,2017,0.9,5,100,춘천소방서,2021-11-19
강촌130호,1,춘천시,42110,강원도 춘천시 서면 당림리 500-2,37.8579111,127.6013723,강촌안전센터,N,Y,2017,0.9,7,100,춘천소방서,2021-11-19
강촌131호,1,춘천시,42110,강원도 춘천시 서면 당림리 355,37.8321587,127.6173586,강촌안전센터,Y,Y,2016,0.9,6,100,춘천소방서,2021-11-19
강촌132호,1,춘천시,42110,강원도 춘천시 서면 당림리 563-1,37.82668622,127.6203122,강촌안전센터,Y,Y,2016,0.5,3,100,춘천소방서,2021-11-19
강촌133호,1,춘천시,42110,강원도 춘천시 서면 안보리 238-2,37.8449868,127.5897443,강촌안전센터,Y,Y,2000,0.4,6,100,춘천소방서,2021-11-19
강촌134호,1,춘천시,42110,강원도 춘천시 서면 안보리 151-7,37.8360063,127.5854599,강촌안전센터,Y,Y,2018,0.6,5.5,100,춘천소방서,2021-11-19
강촌135호,1,춘천시,42110,강원도 춘천시 서면 안보리 636-1,37.8383589,127.5754987,강촌안전센터,Y,Y,2000,0.5,6,100,춘천소방서,2021-11-19
강촌136호,1,춘천시,42110,강원도 춘천시 서면 안보리 381,37.85370637,127.5786679,강촌안전센터,Y,Y,2000,0.4,5,100,춘천소방서,2021-11-19
강촌137호,1,춘천시,42110,강원도 춘천시 서면 안보리 337-1,37.86429406,127.5826303,강촌안전센터,Y,Y,2000,0.6,5,100,춘천소방서,2021-11-19
강촌138호,1,춘천시,42110,강원도 춘천시 서면 안보리 502-10,37.8456841,127.5705875,강촌안전센터,Y,Y,2000,0.3,6,100,춘천소방서,2021-11-19
강촌139호,1,춘천시,42110,강원도 춘천시 서면 안보리 산84-1,37.8502082,127.5574966,강촌안전센터,Y,Y,2000,0.4,6,100,춘천소방서,2021-11-19
강촌140호,1,춘천시,42110,강원도 춘천시 서면 안보리 740-5,37.84628851,127.5595451,강촌안전센터,Y,Y,2000,1.1,7,100,춘천소방서,2021-11-19
강촌141호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 701-4,37.8283062,127.6103557,강촌안전센터,Y,Y,2017,0.8,4,100,춘천소방서,2021-11-19
강촌142호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 494-7,37.81660847,127.6056257,강촌안전센터,Y,Y,2020,0.6,3.5,100,춘천소방서,2021-11-19
강촌143호,1,춘천시,42110,강원도 춘천시 남산면 강촌리 679-3,37.8306831,127.5912246,강촌안전센터,Y,Y,2017,0.7,4,100,춘천소방서,2021-11-19
강촌144호,1,춘천시,42110,강원도 춘천시 남산면 백양리 51-8,37.83152198,127.5860525,강촌안전센터,Y,Y,2017,0.7,4,100,춘천소방서,2021-11-19
강촌145호,1,춘천시,42110,강원도 춘천시 남산면 백양리 420-2,37.8357365,127.5559457,강촌안전센터,Y,Y,2017,1,3,100,춘천소방서,2021-11-19
강촌146호,1,춘천시,42110,강원도 춘천시 남산면 백양리 588-55,37.8108808,127.5739961,강촌안전센터,Y,Y,2019,0.4,3,100,춘천소방서,2021-11-19
강촌147호,1,춘천시,42110,강원도 춘천시 남산면 백양리 192-6,37.79519385,127.5823948,강촌안전센터,Y,Y,2018,0.5,4,100,춘천소방서,2021-11-19
강촌148호,1,춘천시,42110,강원도 춘천시 남산면 서천리 213-3,37.84234743,127.5515474,강촌안전센터,Y,Y,2017,0.9,2.5,100,춘천소방서,2021-11-19
강촌149호,1,춘천시,42110,강원도 춘천시 남산면 서천리 598-5,37.839427,127.5339846,강촌안전센터,Y,Y,2017,0.9,4.2,100,춘천소방서,2021-11-19
강촌150호,1,춘천시,42110,강원도 춘천시 남산면 서천리 653-1,37.83248793,127.5302335,강촌안전센터,Y,Y,2018,0.7,3,100,춘천소방서,2021-11-19
강촌151호,1,춘천시,42110,강원도 춘천시 남산면 서천리 690-9,37.82681076,127.5268023,강촌안전센터,Y,Y,2019,1.2,4.2,100,춘천소방서,2021-11-19
강촌152호,1,춘천시,42110,강원도 춘천시 남면 가정리 1135-2,37.7418244,127.5740254,강촌안전센터,Y,Y,2000,1,7,100,춘천소방서,2021-11-19
강촌153호,1,춘천시,42110,강원도 춘천시 남면 발산리 472,37.7306567,127.6117326,강촌안전센터,Y,Y,2000,0.9,7,100,춘천소방서,2021-11-19
강촌155호,1,춘천시,42110,강원도 춘천시 남면 후동리 367,37.7472151,127.6304941,강촌안전센터,N,Y,2000,1,6.5,100,춘천소방서,2021-11-19
강촌156호,1,춘천시,42110,강원도 춘천시 남면 추곡리 290-4,37.7486094,127.6505389,강촌안전센터,Y,Y,2000,1.1,4,100,춘천소방서,2021-11-19
강촌157호,1,춘천시,42110,강원도 춘천시 남산면 광판리 538-4,37.7170707,127.6986088,강촌안전센터,Y,Y,2000,0.5,7,100,춘천소방서,2021-11-19
강촌158호,1,춘천시,42110,강원도 춘천시 남산면 광판리 776,37.7372014,127.6921293,강촌안전센터,Y,Y,2000,0.6,5,100,춘천소방서,2021-11-19
강촌159호,1,춘천시,42110,강원도 춘천시 남산면 광판리 842-12,37.73120683,127.6941963,강촌안전센터,Y,Y,2000,0.5,4.5,100,춘천소방서,2021-11-19
강촌160호,1,춘천시,42110,강원도 춘천시 남산면 광판리 628,37.73085734,127.6992277,강촌안전센터,Y,Y,2000,1,6,100,춘천소방서,2021-11-19
