시설번호,시설유형코드,시군구명,시군구코드,소재지지번주소,위도,경도,안전센터명,보호틀유무,사용가능여부,설치연도,배관깊이,출수압력,배관지름,관할기관명,데이터기준일자
안흥021호,1,횡성군,43730,강원도 횡성군 안흥면 소사리 1088-4,37.46412699,128.1535064,우천안전센터,N,Y,2017,1,5,65,횡성소방서,2021-11-19
안흥022호,1,횡성군,43730,강원도 횡성군 안흥면 안흥리 1063,37.40978635,128.1554611,우천안전센터,Y,Y,2017,1,5,65,횡성소방서,2021-11-19
안흥023호,1,횡성군,43730,강원도 횡성군 안흥면 안흥리 530-2,37.40173837,128.1484618,우천안전센터,Y,Y,2017,1,5,65,횡성소방서,2021-11-19
안흥024호,1,횡성군,43730,강원도 횡성군 안흥면 안흥리 961-6,37.39575419,128.1454529,우천안전센터,Y,Y,2017,1,5,65,횡성소방서,2021-11-19
안흥025호,1,횡성군,43730,강원도 횡성군 안흥면 안흥리 707-108,37.3914214,128.1519022,우천안전센터,Y,Y,2017,1,5,65,횡성소방서,2021-11-19
안흥026호,1,횡성군,43730,강원도 횡성군 안흥면 가천리 4-3,37.38932477,128.1521322,우천안전센터,N,Y,2017,1,5,65,횡성소방서,2021-11-19
안흥027호,1,횡성군,43730,강원도 횡성군 안흥면 가천리 53,37.3875225,128.1497294,우천안전센터,N,Y,2017,1,5,65,횡성소방서,2021-11-19
안흥028호,1,횡성군,43730,강원도 횡성군 안흥면 가천리133-3,37.3856433,128.1464389,우천안전센터,N,Y,2017,1,5,65,횡성소방서,2021-11-19
안흥029호,1,횡성군,43730,강원도 횡성군 안흥면 가천리 103-4,37.38478105,128.1456,우천안전센터,N,Y,2017,1,5,65,횡성소방서,2021-11-19
안흥030호,1,횡성군,43730,강원도 횡성군 안흥면 가천리 107-2,37.38322689,128.1421037,우천안전센터,Y,Y,2017,1,6,65,횡성소방서,2021-11-19
안흥031호,1,횡성군,43730,강원도 횡성군 안흥면 가천리 67-1,37.3869915,128.1491191,우천안전센터,Y,Y,2017,1,6,65,횡성소방서,2021-11-19
안흥032호,1,횡성군,43730,강원도 횡성군 안흥면 안흥리 204-1,37.4194168,128.1531649,우천안전센터,Y,Y,2017,1,4,65,횡성소방서,2021-11-19
안흥033호,1,횡성군,43730,강원도 횡성군 안흥면 안흥리 242-4,37.41991096,128.1549551,우천안전센터,Y,Y,2017,1,5,65,횡성소방서,2021-11-19
안흥034호,1,횡성군,43730,강원도 횡성군 안흥면 안흥리 304,37.41273151,128.1581329,우천안전센터,N,Y,2017,1,3,65,횡성소방서,2021-11-19
강림001호,1,횡성군,43730,강원도 횡성군 강림면 강림리 848-4,37.3600005,128.1286149,우천안전센터,Y,Y,2008,1,4,65,횡성소방서,2021-11-19
강림002호,1,횡성군,43730,강원도 횡성군 강림면 강림리 1538,37.3601391,128.1248925,우천안전센터,Y,Y,2017,1,5,65,횡성소방서,2021-11-19
강림003호,1,횡성군,43730,강원도 횡성군 강림면 강림리 807-2,37.36014281,128.1299131,우천안전센터,Y,Y,2008,1.2,5,65,횡성소방서,2021-11-19
강림004호,1,횡성군,43730,강원도 횡성군 강림면 강림리 220-1,37.3790115,128.1386518,우천안전센터,N,Y,2008,1,5,65,횡성소방서,2021-11-19
강림005호,1,횡성군,43730,강원도 횡성군 강림면 강림리 232-53,37.3777815,128.1423982,우천안전센터,Y,Y,2008,1.2,4,65,횡성소방서,2021-11-19
강림006호,1,횡성군,43730,강원도 횡성군 강림면 강림리 232-38,37.37729708,128.1445814,우천안전센터,Y,Y,2010,1.2,5,65,횡성소방서,2021-11-19
강림007호,1,횡성군,43730,강원도 횡성군 강림면 강림리 832,37.3602546,128.1269672,우천안전센터,Y,Y,2019,1.2,4,65,횡성소방서,2021-11-19
강림008호,1,횡성군,43730,강원도 횡성군 강림면 강림리 872,37.36418649,128.1268087,우천안전센터,Y,Y,2019,1.2,5,65,횡성소방서,2021-11-19
강림009호,1,횡성군,43730,강원도 횡성군 강림면 강림리 881-1,37.36681705,128.1263685,우천안전센터,Y,N,2019,1.2,3,65,횡성소방서,2021-11-19
강림010호,1,횡성군,43730,강원도 횡성군 강림면 강림리 987-5,37.37329898,128.1269202,우천안전센터,Y,Y,2019,1.2,4,65,횡성소방서,2021-11-19
강림011호,1,횡성군,43730,강원도 횡성군 강림면 강림리 1004-1,37.37512615,128.1315484,우천안전센터,Y,Y,2019,1.2,5,65,횡성소방서,2021-11-19
강림012호,1,횡성군,43730,강원도 횡성군 강림면 강림리 187,37.3798584,128.1386892,우천안전센터,Y,Y,2019,1.2,5,65,횡성소방서,2021-11-19
강림013호,1,횡성군,43730,강원도 횡성군 강림면 강림리 1067-5,37.3764103,128.1360409,우천안전센터,Y,Y,2019,1,5,65,횡성소방서,2021-11-19
강림014호,1,횡성군,43730,강원도 횡성군 강림면 강림리 168-1,37.381857,128.1402944,우천안전센터,Y,Y,2019,1,5,65,횡성소방서,2021-11-19
노학001,1,속초시,42210,강원도 속초시 교동 800-8,38.20014582,128.5712337,노학안전센터,N,Y,2011,1,4,100,속초소방서,2021-11-19
노학002,1,속초시,42210,강원도 속초시 교동 767-40,38.20178588,128.5733535,노학안전센터,N,Y,2011,1.2,4,100,속초소방서,2021-11-19
노학003,1,속초시,42210,강원도 속초시 교동 904-2,38.2020636,128.5766457,노학안전센터,N,Y,2012,1,4,100,속초소방서,2021-11-19
노학004,1,속초시,42210,강원도 속초시 교동 800-55,38.2011228,128.5718684,노학안전센터,Y,Y,2012,1,4,100,속초소방서,2021-11-19
노학005,1,속초시,42210,강원도 속초시 교동 799-188,38.2011051,128.5701217,노학안전센터,N,Y,2011,1,4,100,속초소방서,2021-11-19
노학006,1,속초시,42210,강원도 속초시 교동 799-188,38.2011051,128.5701217,노학안전센터,N,Y,2011,1,4,100,속초소방서,2021-11-19
노학007,1,속초시,42210,강원도 속초시 교동 482-142,38.2005762,128.5826654,노학안전센터,N,Y,2012,1,4,100,속초소방서,2021-11-19
노학008,1,속초시,42210,강원도 속초시 교동 743-30,38.1994536,128.5761661,노학안전센터,N,Y,2011,1,4,100,속초소방서,2021-11-19
노학009,1,속초시,42210,강원도 속초시 교동 979,38.1970386,128.5762892,노학안전센터,N,Y,2013,1,4,100,속초소방서,2021-11-19
노학010,1,속초시,42210,강원도 속초시 교동 963-3,38.1962272,128.5745589,노학안전센터,N,Y,2013,1,4,100,속초소방서,2021-11-19
노학011,1,속초시,42210,강원도 속초시 교동 980-1,38.1955905,128.5757983,노학안전센터,N,Y,2011,1,4,100,속초소방서,2021-11-19
노학012,1,속초시,42210,강원도 속초시 교동 966-7,38.195121,128.5741507,노학안전센터,N,Y,2012,1,4,100,속초소방서,2021-11-19
노학013,1,속초시,42210,강원도 속초시 교동 976-3,38.19389571,128.5746778,노학안전센터,N,Y,2012,1,4,100,속초소방서,2021-11-19
노학014,1,속초시,42210,강원도 속초시 노학동 1096-5,38.1960409,128.5702762,노학안전센터,N,Y,2011,1,4.5,100,속초소방서,2021-11-19
노학015,1,속초시,42210,강원도 속초시 교동 961,38.19798703,128.5732132,노학안전센터,N,Y,2012,1,3.5,100,속초소방서,2021-11-19
노학016,1,속초시,42210,강원도 속초시 교동 969-5,38.1941716,128.573013,노학안전센터,N,Y,2013,1,4,100,속초소방서,2021-11-19
노학017,1,속초시,42210,강원도 속초시 교동 990,38.195786,128.5726483,노학안전센터,N,Y,2011,1,4.5,100,속초소방서,2021-11-19
노학018,1,속초시,42210,강원도 속초시 교동 983-2,38.1952411,128.5772227,노학안전센터,N,Y,2011,1,4,100,속초소방서,2021-11-19
노학019,1,속초시,42210,강원도 속초시 교동 989,38.1949097,128.5774092,노학안전센터,N,Y,2011,1,3,100,속초소방서,2021-11-19
노학020,1,속초시,42210,강원도 속초시 교동 688,38.19450007,128.5778892,노학안전센터,Y,Y,2013,1,4,100,속초소방서,2021-11-19
노학021,1,속초시,42210,강원도 속초시 조양동 633-8,38.19231458,128.5799268,노학안전센터,N,Y,2013,1,4,100,속초소방서,2021-11-19
노학022,1,속초시,42210,강원도 속초시 교동 1021-8,38.1952191,128.5799164,노학안전센터,N,Y,2012,1,4,100,속초소방서,2021-11-19
노학023,1,속초시,42210,강원도 속초시 교동 1019-5,38.19750967,128.581065,노학안전센터,N,Y,2011,1,4,100,속초소방서,2021-11-19
노학024,1,속초시,42210,강원도 속초시 교동 670-3,38.1978712,128.5793605,노학안전센터,Y,Y,2013,1,4,100,속초소방서,2021-11-19
노학025,1,속초시,42210,강원도 속초시 교동 658-51,38.2001321,128.5811317,노학안전센터,N,Y,2011,1,4,100,속초소방서,2021-11-19
노학026,1,속초시,42210,강원도 속초시 교동 741-2,38.19909438,128.5773968,노학안전센터,N,Y,2012,1,4,100,속초소방서,2021-11-19
노학027,1,속초시,42210,강원도 속초시 교동 636-63,38.2031178,128.5803791,노학안전센터,N,Y,2005,1,4,100,속초소방서,2021-11-19
노학028,1,속초시,42210,강원도 속초시 교동 636-68,38.2030155,128.5810633,노학안전센터,N,Y,2010,1,4,100,속초소방서,2021-11-19
노학029,1,속초시,42210,강원도 속초시 교동 656-3,38.2010508,128.5793693,노학안전센터,Y,Y,2010,1,4,100,속초소방서,2021-11-19
노학030,1,속초시,42210,강원도 속초시 교동 774-7,38.2043015,128.5781505,노학안전센터,Y,Y,2008,1,4,100,속초소방서,2021-11-19
노학031,1,속초시,42210,강원도 속초시 교동 780-193,38.2050729,128.5767636,노학안전센터,Y,Y,2008,1.2,4,100,속초소방서,2021-11-19
노학032,1,속초시,42210,강원도 속초시 교동 780-175,38.2044471,128.5757653,노학안전센터,N,Y,2008,1.2,4,100,속초소방서,2021-11-19
노학033,1,속초시,42210,강원도 속초시 교동 780-233,38.2061789,128.5772062,노학안전센터,N,Y,2009,1.2,3.5,100,속초소방서,2021-11-19
노학034,1,속초시,42210,강원도 속초시 교동 896,38.20797651,128.5786712,노학안전센터,N,Y,2011,1,4,100,속초소방서,2021-11-19
노학035,1,속초시,42210,강원도 속초시 교동 776-1,38.20453988,128.5720278,노학안전센터,N,Y,2011,1,4,100,속초소방서,2021-11-19
노학036,1,속초시,42210,강원도 속초시 교동 636-12,38.20410129,128.5797688,노학안전센터,Y,Y,2011,1,4,100,속초소방서,2021-11-19
노학037,1,속초시,42210,강원도 속초시 교동 628-16,38.2050956,128.5795238,노학안전센터,N,Y,2010,1,4,100,속초소방서,2021-11-19
노학038,1,속초시,42210,강원도 속초시 교동 628-39,38.2046785,128.5800146,노학안전센터,N,Y,2007,1,4,100,속초소방서,2021-11-19
노학039,1,속초시,42210,강원도 속초시 금호동 622-247,38.2102558,128.5835873,노학안전센터,N,Y,2007,1.2,4,100,속초소방서,2021-11-19
노학040,1,속초시,42210,강원도 속초시 금호동 622-11,38.2088146,128.5834588,노학안전센터,N,Y,2010,1,4,100,속초소방서,2021-11-19
노학041,1,속초시,42210,강원도 속초시 금호동 625-187,38.2059749,128.5838793,노학안전센터,N,Y,2011,1,4,100,속초소방서,2021-11-19
노학042,1,속초시,42210,강원도 속초시 금호동 625-12,38.20760335,128.5818642,노학안전센터,N,Y,2012,1,4,100,속초소방서,2021-11-19
노학043,1,속초시,42210,강원도 속초시 금호동 488-66,38.20612679,128.5866721,노학안전센터,N,Y,2010,1,4,100,속초소방서,2021-11-19
노학044,1,속초시,42210,강원도 속초시 금호동 484-25,38.2023836,128.5885482,노학안전센터,N,Y,2008,1,4.5,100,속초소방서,2021-11-19
노학045,1,속초시,42210,강원도 속초시 금호동 492-5,38.204985,128.5888965,노학안전센터,N,Y,2008,1,4,100,속초소방서,2021-11-19
노학046,1,속초시,42210,강원도 속초시 금호동 492-45,38.2046507,128.5892173,노학안전센터,N,Y,2010,1,4,100,속초소방서,2021-11-19
노학047,1,속초시,42210,강원도 속초시 중앙동 501-32,38.2071666,128.5870152,노학안전센터,N,Y,2011,1,4.6,100,속초소방서,2021-11-19
노학048,1,속초시,42210,강원도 속초시 금호동 473-83,38.20306009,128.5898927,노학안전센터,N,Y,2012,1,4,100,속초소방서,2021-11-19
노학049,1,속초시,42210,강원도 속초시 청학동 642-2,38.2034393,128.582825,노학안전센터,Y,Y,2005,1,4.5,100,속초소방서,2021-11-19
노학050,1,속초시,42210,강원도 속초시 청학동 633-40,38.20469955,128.5832233,노학안전센터,N,Y,2006,1,5,100,속초소방서,2021-11-19
노학051,1,속초시,42210,강원도 속초시 금호동 488-364,38.2041104,128.5855478,노학안전센터,N,Y,2004,1,4.2,100,속초소방서,2021-11-19
노학052,1,속초시,42210,강원도 속초시 청학동 488,38.2058002,128.5845451,노학안전센터,N,Y,2010,1,4.5,100,속초소방서,2021-11-19
노학053,1,속초시,42210,강원도 속초시 청학동 486-301,38.2019851,128.5835441,노학안전센터,N,Y,2011,1,5.3,100,속초소방서,2021-11-19
노학054,1,속초시,42210,강원도 속초시 청학동 486-38,38.2021968,128.5844592,노학안전센터,Y,Y,2009,1,5.5,100,속초소방서,2021-11-19
노학055,1,속초시,42210,강원도 속초시 청학동 486-188,38.2028241,128.5851379,노학안전센터,N,Y,2009,1,3,100,속초소방서,2021-11-19
노학056,1,속초시,42210,강원도 속초시 청학동 486-216,38.2024965,128.5857861,노학안전센터,N,Y,2008,1,5.6,100,속초소방서,2021-11-19
노학057,1,속초시,42210,강원도 속초시 금호동 490-16,38.2044215,128.5882107,노학안전센터,N,Y,2011,1,4.5,100,속초소방서,2021-11-19
노학058,1,속초시,42210,강원도 속초시 청학동 645-6,38.2014285,128.5831401,노학안전센터,Y,Y,2012,1,5,100,속초소방서,2021-11-19
노학059,1,속초시,42210,강원도 속초시 청학동 482-281,38.2017802,128.5848898,노학안전센터,Y,Y,2001,1,3.5,100,속초소방서,2021-11-19
노학060,1,속초시,42210,강원도 속초시 청학동 483-16,38.2023574,128.5865728,노학안전센터,N,Y,2001,1,4.5,100,속초소방서,2021-11-19
노학061,1,속초시,42210,강원도 속초시 청학동 483,38.20215702,128.5871571,노학안전센터,Y,Y,2005,1,6,100,속초소방서,2021-11-19
노학062,1,속초시,42210,강원도 속초시 청학동 486-268,38.203468,128.5842867,노학안전센터,N,Y,2012,1,4.8,100,속초소방서,2021-11-19
노학063,1,속초시,42210,강원도 속초시 노학동 620,38.1899335,128.5539681,노학안전센터,N,Y,2011,1,4,100,속초소방서,2021-11-19
노학064,1,속초시,42210,강원도 속초시 노학동 747-15,38.19202542,128.5473851,노학안전센터,Y,Y,2003,1,5,100,속초소방서,2021-11-19
노학065,1,속초시,42210,강원도 속초시 노학동 584-2,38.18833255,128.552648,노학안전센터,Y,Y,2013,1,4,100,속초소방서,2021-11-19
노학066,1,속초시,42210,강원도 속초시 노학동 757,38.1876321,128.5483158,노학안전센터,N,Y,2013,1,4.5,100,속초소방서,2021-11-19
노학067,1,속초시,42210,강원도 속초시 노학동 227,38.19764738,128.5560717,노학안전센터,N,Y,2010,1,4,100,속초소방서,2021-11-19
노학068,1,속초시,42210,강원도 속초시 노학동 244,38.19488331,128.5607664,노학안전센터,N,Y,2005,1,4,100,속초소방서,2021-11-19
노학069,1,속초시,42210,강원도 속초시 노학동 147,38.1952006,128.5633056,노학안전센터,N,Y,2003,1,4,100,속초소방서,2021-11-19
노학070,1,속초시,42210,강원도 속초시 노학동 125-1,38.19470281,128.5620916,노학안전센터,N,Y,2001,1,4,100,속초소방서,2021-11-19
노학071,1,속초시,42210,강원도 속초시 노학동 1120,38.1957016,128.5677734,노학안전센터,N,Y,2008,1,4,100,속초소방서,2021-11-19
노학072,1,속초시,42210,강원도 속초시 노학동 880-4,38.1858298,128.5404491,노학안전센터,N,Y,2007,1,5,100,속초소방서,2021-11-19
노학073,1,속초시,42210,강원도 속초시 노학동 873,38.18440305,128.5426532,노학안전센터,Y,Y,2010,1,4,100,속초소방서,2021-11-19
노학074,1,속초시,42210,강원도 속초시 노학동 950,38.18768465,128.5400123,노학안전센터,Y,Y,2011,1,4,100,속초소방서,2021-11-19
노학075,1,속초시,42210,강원도 속초시 노학동 1006-70,38.20201697,128.5343117,노학안전센터,N,Y,2003,1,4.5,100,속초소방서,2021-11-19
노학076,1,속초시,42210,강원도 속초시 노학동 746-102,38.1949395,128.5383367,노학안전센터,N,Y,2007,1,3.8,100,속초소방서,2021-11-19
노학077,1,속초시,42210,강원도 속초시 노학동 978-7,38.19533756,128.5376163,노학안전센터,N,Y,2007,1,4,100,속초소방서,2021-11-19
노학078,1,속초시,42210,강원도 속초시 노학동 980-25,38.1991423,128.5353983,노학안전센터,N,Y,2010,1,4,100,속초소방서,2021-11-19
노학079,1,속초시,42210,강원도 속초시 노학동 1011-21,38.20562565,128.5278991,노학안전센터,Y,Y,2011,1,4,100,속초소방서,2021-11-19
노학080,1,속초시,42210,강원도 속초시 노학동 1015-6,38.2063882,128.5209469,노학안전센터,N,Y,2012,1,4,100,속초소방서,2021-11-19
노학081,1,속초시,42210,강원도 속초시 교동 925,38.2025012,128.5664789,노학안전센터,Y,Y,2005,1,4,100,속초소방서,2021-11-19
노학082,1,속초시,42210,강원도 속초시 조양동 1501,38.18902598,128.5805548,노학안전센터,Y,Y,2009,1,3.8,100,속초소방서,2021-11-19
노학083,1,속초시,42210,강원도 속초시 조양동 1498-1,38.1904807,128.5797194,노학안전센터,Y,Y,2010,1,4,100,속초소방서,2021-11-19
노학084,1,속초시,42210,강원도 속초시 조양동 551-6,38.1906994,128.5769472,노학안전센터,Y,Y,2011,1,4.3,100,속초소방서,2021-11-19
노학085,1,속초시,42210,강원도 속초시 조양동 1500-1,38.1893488,128.5810256,노학안전센터,N,Y,2010,1,4,100,속초소방서,2021-11-19
노학086,1,속초시,42210,강원도 속초시 조양동 1498-1,38.1904807,128.5797194,노학안전센터,N,Y,2013,1,4,100,속초소방서,2021-11-19
노학087,1,속초시,42210,강원도 속초시 조양동 1419-38,38.1903021,128.5973895,노학안전센터,N,Y,2011,1,4,100,속초소방서,2021-11-19
노학088,1,속초시,42210,강원도 속초시 조양동 1422-3,38.1895195,128.5989128,노학안전센터,N,Y,2005,1,4,100,속초소방서,2021-11-19
노학089,1,속초시,42210,강원도 속초시 조양동 1368-7,38.1891316,128.5972315,노학안전센터,N,Y,2004,1,4,100,속초소방서,2021-11-19
노학090,1,속초시,42210,강원도 속초시 조양동 1377-10,38.1866964,128.5995061,노학안전센터,Y,Y,2006,1,4,100,속초소방서,2021-11-19
노학091,1,속초시,42210,강원도 속초시 조양동 1534-4,38.1894663,128.5933708,노학안전센터,N,Y,2002,1,4,100,속초소방서,2021-11-19
노학092,1,속초시,42210,강원도 속초시 조양동 1530-5,38.1875506,128.5926943,노학안전센터,N,Y,2010,1,3.5,100,속초소방서,2021-11-19
노학093,1,속초시,42210,강원도 속초시 조양동 1522,38.1889602,128.5901411,노학안전센터,N,Y,2013,1,4,100,속초소방서,2021-11-19
노학094,1,속초시,42210,강원도 속초시 조양동 1528-5,38.1890286,128.5920132,노학안전센터,N,Y,2011,1,4,100,속초소방서,2021-11-19
노학095,1,속초시,42210,강원도 속초시 조양동 1510-6,38.1889674,128.5887142,노학안전센터,N,Y,2005,1,4,100,속초소방서,2021-11-19
노학096,1,속초시,42210,강원도 속초시 조양동 1508-3,38.1889583,128.5869219,노학안전센터,Y,Y,2010,1,4,100,속초소방서,2021-11-19
노학097,1,속초시,42210,강원도 속초시 조양동 1549-10,38.190351,128.5876865,노학안전센터,N,Y,2010,1,3.5,100,속초소방서,2021-11-19
노학098,1,속초시,42210,강원도 속초시 조양동 1554-5,38.1909975,128.5899292,노학안전센터,N,Y,2011,1,4,100,속초소방서,2021-11-19
노학099,1,속초시,42210,강원도 속초시 조양동 1547-8,38.1910244,128.5863563,노학안전센터,N,Y,2005,1,4,100,속초소방서,2021-11-19
노학100,1,속초시,42210,강원도 속초시 조양동 1545-1,38.1908721,128.5824163,노학안전센터,Y,Y,2008,1,4,100,속초소방서,2021-11-19
노학101,1,속초시,42210,강원도 속초시 조양동 1545-1,38.1908721,128.5824163,노학안전센터,N,Y,2009,1,3.5,100,속초소방서,2021-11-19
노학102,1,속초시,42210,강원도 속초시 조양동 1568-1,38.18493671,128.5907136,노학안전센터,N,Y,2010,1,4,100,속초소방서,2021-11-19
노학103,1,속초시,42210,강원도 속초시 조양동 1215-1,38.18602678,128.5944046,노학안전센터,N,Y,2011,1,3.9,100,속초소방서,2021-11-19
노학104,1,속초시,42210,강원도 속초시 조양동 1520,38.18730592,128.5893708,노학안전센터,N,Y,2012,1,3.9,100,속초소방서,2021-11-19
노학105,1,속초시,42210,강원도 속초시 조양동 1514-20,38.1873405,128.5879363,노학안전센터,N,Y,2011,1,4,100,속초소방서,2021-11-19
노학106,1,속초시,42210,강원도 속초시 조양동 1506-1,38.1890896,128.5858313,노학안전센터,Y,Y,2005,1,4,100,속초소방서,2021-11-19
노학107,1,속초시,42210,강원도 속초시 조양동 986-2,38.18781427,128.5848689,노학안전센터,N,Y,2006,1,4,100,속초소방서,2021-11-19
노학108,1,속초시,42210,강원도 속초시 조양동 719,38.1874087,128.5833022,노학안전센터,N,Y,2008,1,4,100,속초소방서,2021-11-19
노학109,1,속초시,42210,강원도 속초시 조양동 1502,38.18754025,128.5827351,노학안전센터,N,Y,2008,1,4,100,속초소방서,2021-11-19
노학110,1,속초시,42210,강원도 속초시 조양동 1526-21,38.1870796,128.5914615,노학안전센터,N,Y,2013,1,3.9,100,속초소방서,2021-11-19
노학111,1,속초시,42210,강원도 속초시 조양동 1497-1,38.1916022,128.5789025,노학안전센터,N,Y,2012,1,3.5,100,속초소방서,2021-11-19
노학112,1,속초시,42210,강원도 속초시 조양동 1501,38.18902598,128.5805548,노학안전센터,N,Y,2011,1,4,100,속초소방서,2021-11-19
노학113,1,속초시,42210,강원도 속초시 조양동 455-1,38.1861858,128.5700774,노학안전센터,N,Y,2011,1,4,100,속초소방서,2021-11-19
노학114,1,속초시,42210,강원도 속초시 조양동 585-1,38.18831276,128.5730126,노학안전센터,N,Y,2002,1,4,100,속초소방서,2021-11-19
노학115,1,속초시,42210,강원도 속초시 조양동 1441-2,38.191226,128.5996421,노학안전센터,Y,Y,2013,1,4,100,속초소방서,2021-11-19
노학116,1,속초시,42210,강원도 속초시 청호동 912,38.20212867,128.5939027,노학안전센터,Y,Y,2005,1,5,100,속초소방서,2021-11-19
노학117,1,속초시,42210,강원도 속초시 청호동 1350-7,38.1934485,128.5951977,노학안전센터,N,Y,2006,1,6,100,속초소방서,2021-11-19
노학118,1,속초시,42210,강원도 속초시 청호동 1129-2,38.1993333,128.594793,노학안전센터,N,Y,2007,1,7,100,속초소방서,2021-11-19
노학119,1,속초시,42210,강원도 속초시 청호동 444-19,38.1937066,128.5975999,노학안전센터,N,Y,2011,1,8,100,속초소방서,2021-11-19
노학120,1,속초시,42210,강원도 속초시 청호동 1335-8,38.194578,128.5997342,노학안전센터,N,Y,2012,1,4,100,속초소방서,2021-11-19
노학121,1,속초시,42210,강원도 속초시 청호동 1226,38.1984815,128.5958693,노학안전센터,N,Y,2003,1,4.3,100,속초소방서,2021-11-19
노학122,1,속초시,42210,강원도 속초시 조양동 1450-47,38.19232584,128.6013131,노학안전센터,N,Y,2008,1,3.5,100,속초소방서,2021-11-19
노학123,1,속초시,42210,강원도 속초시 조양동 1447-20,38.19365796,128.6005612,노학안전센터,N,Y,2003,1,4.3,100,속초소방서,2021-11-19
노학124,1,속초시,42210,강원도 속초시 청호동 586-1,38.2041853,128.5939634,노학안전센터,N,Y,2003,1,4,100,속초소방서,2021-11-19
노학125,1,속초시,42210,강원도 속초시 청호동 793-1,38.2035533,128.5935919,노학안전센터,N,Y,2010,1,4,100,속초소방서,2021-11-19
노학126,1,속초시,42210,강원도 속초시 조양동 1490-246,38.18644902,128.6016623,노학안전센터,N,Y,2005,1,4,100,속초소방서,2021-11-19
노학127,1,속초시,42210,강원도 속초시 조양동 1490-145,38.18554975,128.6025453,노학안전센터,N,Y,2009,1,4,100,속초소방서,2021-11-19
노학128,1,속초시,42210,강원도 속초시 조양동 1480-162,38.1876553,128.602265,노학안전센터,N,Y,2009,1,4,100,속초소방서,2021-11-19
노학129,1,속초시,42210,강원도 속초시 조양동 1490-9,38.18561379,128.6044515,노학안전센터,N,Y,2009,1,4,100,속초소방서,2021-11-19
노학130,1,속초시,42210,강원도 속초시 조양동 486-39,38.1923638,128.5958994,노학안전센터,N,Y,2010,1,4.5,100,속초소방서,2021-11-19
노학131,1,속초시,42210,강원도 속초시 교동 737-3,38.1980401,128.5778384,노학안전센터,N,Y,2011,1,4.5,100,속초소방서,2021-11-19
노학132,1,속초시,42210,강원도 속초시 교동 653-3,38.2008589,128.5799158,노학안전센터,N,Y,2013,1,4,100,속초소방서,2021-11-19
노학133,1,속초시,42210,강원도 속초시 노학동 1106-4,38.19553113,128.5686004,노학안전센터,N,Y,2013,1,4.5,100,속초소방서,2021-11-19
노학134,1,속초시,42210,강원도 속초시 교동 636-61,38.20298073,128.5802424,노학안전센터,Y,Y,2013,1,4.2,100,속초소방서,2021-11-19
노학135,1,속초시,42210,강원도 속초시 청호동 459-168,38.19703268,128.5959501,노학안전센터,Y,Y,2016,1,4.4,100,속초소방서,2021-11-19
노학136,1,속초시,42210,강원도 속초시 금호동 473-78,38.204127,128.5894356,노학안전센터,N,Y,2017,1,4.1,100,속초소방서,2021-11-19
노학137,1,속초시,42210,강원도 속초시 청학동 487-34,38.2055702,128.5854964,노학안전센터,Y,Y,2017,1,4,100,속초소방서,2021-11-19
노학138,1,속초시,42210,강원도 속초시 노학동 419-6,38.18437403,128.5607672,노학안전센터,Y,Y,2018,1,4.5,100,속초소방서,2021-11-19
노학139,1,속초시,42210,강원도 속초시 금호동 482-150,38.20197189,128.5898458,노학안전센터,N,Y,2013,1,3.5,100,속초소방서,2021-11-19
노학140,1,속초시,42210,강원도 속초시 교동 983-1,38.19550248,128.5772587,노학안전센터,N,Y,2012,1,5,100,속초소방서,2021-11-19
노학141,1,속초시,42210,강원도 속초시 노학동 1038-61,38.2003746,128.5257626,노학안전센터,Y,Y,2019,1,3.5,100,속초소방서,2021-11-19
노학142,1,속초시,42210,강원도 속초시 노학동 1000-11,38.1988658,128.522769,노학안전센터,Y,Y,2019,1,3.5,100,속초소방서,2021-11-19
노학143,1,속초시,42210,강원도 속초시 노학동 1073-53,38.20557956,128.5151785,노학안전센터,Y,Y,2019,1,5,100,속초소방서,2021-11-19
노학144,1,속초시,42210,강원도 속초시 노학동 1069-2,38.20553481,128.5173869,노학안전센터,Y,Y,2019,1,5,100,속초소방서,2021-11-19
노학145,1,속초시,42210,강원도 속초시 노학동 729-3,38.19939673,128.5463203,노학안전센터,Y,Y,2019,1,4.5,100,속초소방서,2021-11-19
노학146,1,속초시,42210,강원도 속초시 노학동 산155-8,38.20315887,128.5478573,노학안전센터,Y,Y,2019,1,4.5,100,속초소방서,2021-11-19
노학147,1,속초시,42210,강원도 속초시 교동 923,38.2041351,128.5663913,노학안전센터,Y,Y,2020,1,4.5,100,속초소방서,2021-11-19
노학148,1,속초시,42210,강원도 속초시 교동 936-7,38.2005174,128.5668175,노학안전센터,Y,Y,2020,1,4,100,속초소방서,2021-11-19
노학149,1,속초시,42210,강원도 속초시 교동 795-3,38.20456124,128.5618717,노학안전센터,Y,Y,2020,1,4,100,속초소방서,2021-11-19
노학150,1,속초시,42210,강원도 속초시 노학동 721-4,38.20531881,128.5524892,노학안전센터,Y,Y,2020,1,4,100,속초소방서,2021-11-19
노학151,1,속초시,42210,강원도 속초시 노학동 682,38.19909689,128.5531943,노학안전센터,Y,Y,2020,1,4.5,100,속초소방서,2021-11-19
노학152,1,속초시,42210,강원도 속초시 노학동 720-6,38.2055033,128.5568716,노학안전센터,Y,Y,2020,1,4.5,100,속초소방서,2021-11-19
