자치구,행정동명,ST_WEEK,ST_HOLI,ST_YOUT,ST_SOLO,ST_HOUS,ST_SUBW,ST_HOSP,ST_PARK,SCORE
은평구,증산동,1.0,0.9999999999999999,0.8697253260019674,0.9478740040211483,0.3775388291517323,0.4000000000000001,0.03898050974512743,0.05639449418682346,4.634118668919976
광진구,중곡1동,0.2542554618412289,0.25657780525588303,0.48957045930335213,0.5418124953458933,0.5961768219832736,0.6000000000000001,1.0,0.8966546394048732,3.738393043729631
광진구,자양3동,0.2542554618412289,0.25657780525588303,0.48957045930335213,0.5418124953458933,0.5961768219832736,0.6000000000000001,1.0,0.04931177335293331,3.738393043729631
영등포구,영등포동,0.9159962827160366,0.9134112548440334,0.4383938255101269,0.1985255789708839,0.6953405017921147,0.4000000000000001,0.03898050974512743,0.48296137912601894,3.600647953578323
송파구,장지동,0.6075240165796474,0.608199529453842,0.5395616313970792,0.3607863578821953,0.6021505376344085,0.8,0.03898050974512743,0.019109982627288517,3.5572025826923
노원구,상계3.4동,0.3443830306008879,0.34787764959465983,0.46911493933967263,0.2619703626480006,0.9235364396654718,1.0000000000000002,0.03898050974512743,0.026281794289277915,3.3858629315938202
양천구,신정3동,0.28776749154113873,0.2913061006919185,1.0,0.7619331297937301,0.5913978494623655,0.4000000000000001,0.03898050974512743,0.010824535614058531,3.3713850812342803
광진구,자양2동,0.2542554618412289,0.25657780525588303,0.48957045930335213,0.5418124953458933,0.07646356033452811,0.6000000000000001,1.0,0.04931177335293331,3.2186797820808852
노원구,중계본동,0.2542554618412289,0.25657780525588303,0.48957045930335213,0.5418124953458933,0.07646356033452811,0.6000000000000001,1.0,0.8966546394048732,3.2186797820808852
양천구,신월2동,0.4064529432695863,0.4082963265256475,0.843821726738467,0.8203887109985852,0.18399044205495818,0.4000000000000001,0.03898050974512743,0.06084903559178582,3.1019306593323717
관악구,중앙동,0.3058893194480561,0.30577014290947546,0.4359472343430777,0.31498994712934697,0.6989247311827956,1.0000000000000002,0.03898050974512743,0.034700877544656776,3.10050188475788
관악구,삼성동,0.24926766472140915,0.25237814491441496,0.5006936212071531,0.25675776305011544,0.7753882915173237,1.0000000000000002,0.03898050974512743,0.005345449685954831,3.0734659951555443
서초구,잠원동,0.2507275140389656,0.2535928375058328,0.9143440865639266,1.0,0.13022700119474312,0.4000000000000001,0.03898050974512743,0.016080894471914114,2.9878719490485954
노원구,상계6.7동,0.29192676801599554,0.2953353095256531,0.5971700254748152,0.5473229577779433,0.6140979689366786,0.6000000000000001,0.03898050974512743,0.0008463628669428482,2.9848335394762135
강서구,우장산동,0.40974436639279543,0.41482050822048344,0.7214669457966555,0.7568694616129273,0.2568697729988052,0.4000000000000001,0.0059970014992503755,0.021292707915720074,2.965768056520917
성동구,송정동,0.6089678554681853,0.6175197291282566,0.5791358740888339,0.6095762901184005,0.4647550776583035,0.0,0.08395802098950524,0.03839814691077553,2.963912847451485
노원구,중계1동,0.4241351399565895,0.4253305428578971,0.5913183847453779,0.355201429741604,0.7132616487455196,0.4000000000000001,0.03898050974512743,0.04583723105706267,2.9482276557921154
중구,중림동,0.4039361651867626,0.40442640535835567,0.18397356672636014,0.10626256608831633,0.7777777777777778,1.0000000000000002,0.03898050974512743,0.09358991491825916,2.9153569908827004
영등포구,양평2동,0.25319047279402274,0.25519512333322286,0.8330012359068782,0.668478665574503,0.4647550776583035,0.4000000000000001,0.03898050974512743,0.034834513786805646,2.9136010850120577
성북구,장위3동,0.3797534829005461,0.379728168675543,0.3926400484273716,0.2406731700052126,0.6630824372759856,0.8,0.03898050974512743,0.04369905118268074,2.894857817029786
동작구,사당5동,0.2948011323189845,0.29705354838957604,0.6048376926375262,0.35572268970139254,0.6690561529271205,0.6000000000000001,0.03898050974512743,0.0005790903826451067,2.8604517257197273
영등포구,양평1동,0.600790166999016,0.5971904122251752,0.6164905289176986,0.7274555067391467,0.19832735961768222,0.0,0.09895052473763118,0.42175598022183614,2.8392044992363497
광진구,자양4동,0.2542554618412289,0.25657780525588303,0.48957045930335213,0.15198451113262343,0.07646356033452811,0.6000000000000001,1.0,0.04931177335293331,2.8288517978676158
광진구,중곡2동,0.2542554618412289,0.25657780525588303,0.48957045930335213,0.15198451113262343,0.07646356033452811,0.6000000000000001,1.0,0.8966546394048732,2.8288517978676158
종로구,평창동,0.24625104164983252,0.24961449959185822,0.5689459479910207,0.4940799761709733,0.42413381123058536,0.8,0.03898050974512743,0.03113724442068689,2.822005786379398
은평구,진관동,0.42834217857211093,0.4288865223310129,0.4700986203243625,0.3521483356914141,0.6977299880525686,0.4000000000000001,0.03898050974512743,0.15555258586128556,2.8161861547165965
중구,장충동,0.34842177077801795,0.35093056573820197,0.35362070270133933,0.11341127410827315,0.7753882915173237,0.8,0.03898050974512743,0.053365406031449056,2.7807531145882836
성동구,성수1가2동,0.45525144395349354,0.4579070025196584,0.5470022952556309,0.6698935140367861,0.20549581839904418,0.4000000000000001,0.03898050974512743,0.011448171410753261,2.7745305839097405
은평구,신사2동,0.32975369727676646,0.33255916588731815,0.42959114182661995,0.39682776081614424,0.8136200716845877,0.4000000000000001,0.03898050974512743,0.038041783598378544,2.7413323472365643
,,0.3792429615524165,0.3834293775649422,0.7302191843014604,0.5140367860600195,0.5782556750298685,0.0,0.15442278860569714,0.08566083121742617,2.739606773114404
영등포구,당산2동,0.2726931214455338,0.27614060380848254,0.7195500290059778,0.9455655670563706,0.054958183990442055,0.4000000000000001,0.06896551724137931,0.845427413247806,2.737873022548186
송파구,오금동,0.2619432469198001,0.26394030923480777,0.7788231139808812,0.555141857174771,0.4277180406212664,0.4000000000000001,0.03898050974512743,0.0173727114793532,2.726547077676654
용산구,한남동,0.2938571355318919,0.29541083602472185,0.43758670265089417,0.2358328989500335,0.6236559139784946,0.8,0.03898050974512743,0.08681901198271638,2.725323996881164
성동구,성수2가1동,0.25155192674594506,0.25404359818580174,0.6591419275102782,0.6701169111624098,0.43249701314217437,0.4000000000000001,0.043478260869565216,0.05741903870996481,2.710829637616174
서초구,양재1동,0.3409172792867454,0.34465333483102795,0.481650566247131,0.24216248417603695,0.8375149342891278,0.4000000000000001,0.03898050974512743,0.0449463227760702,2.6858791085751967
관악구,서림동,0.4339299119654678,0.43972593571537344,0.6846671879335132,0.35266959565120265,0.6989247311827956,0.0,0.07496251874062967,0.00757272038843601,2.6848798811889827
서초구,서초1동,0.2643988415299786,0.26741699655869783,0.6504149115948243,0.40710402859483213,0.6212664277180404,0.4000000000000001,0.06446776611694152,0.053231769789300186,2.6750689721133147
서대문구,홍제3동,0.33943099014937417,0.34556375733079686,0.399778041213711,0.08265693648075062,0.8542413381123058,0.6000000000000001,0.03898050974512743,0.0002672724842977415,2.660651573032066
광진구,중곡3동,0.35761064518075997,0.3589843611214194,0.5001891694201327,0.5298235162707574,0.4635603345280763,0.4000000000000001,0.03898050974512743,0.05265267940665508,2.649148536266273
종로구,삼청동,0.08833692490282752,0.08898326746550123,0.3711756248896512,0.14505920023829028,0.9163679808841098,1.0000000000000002,0.03898050974512743,0.016971802752906585,2.6489035081255077
종로구,혜화동,0.22720139617828328,0.22984930135251935,0.5574192246576033,0.48797378807059355,0.5005973715651135,0.6000000000000001,0.03898050974512743,0.0018263619760345673,2.642021591569241
은평구,수색동,0.2279108718990246,0.23080947603771723,0.6698867505738139,0.4980266587236578,0.5734767025089605,0.4000000000000001,0.03898050974512743,0.011091808098356273,2.6390909694883016
강동구,천호3동,0.43575568573318385,0.43755193003628656,0.3962973238832699,0.1341127410827314,0.7825567502986855,0.4000000000000001,0.03898050974512743,0.06793175642567598,2.6252549407792847
강남구,수서동,0.39585654148438604,0.3970160247215072,0.4092365122203446,0.2781294214014447,0.6606929510155315,0.4000000000000001,0.07196401799100449,0.014120896253730676,2.6128954688342185
동대문구,장안2동,0.11631769219525676,0.11755599299003633,0.2647110752389841,0.23277980489984362,0.6284348864994026,1.0000000000000002,0.24137931034482757,0.048153592587643096,2.6011787621683506
마포구,합정동,0.17227468869905685,0.1740041220002585,0.4205362322496028,0.09300766996797975,0.891278375149343,0.8,0.03898050974512743,0.04726268430665063,2.590081597811368
강동구,천호2동,0.3931443982749636,0.3961402309161269,0.38984034100940806,0.23806687020627001,0.8076463560334527,0.0,0.3583208395802099,0.04507995901821907,2.583159036020431
중랑구,신내2동,0.2506319884424217,0.25313189264035135,0.5993896133377052,0.26628937374339123,0.7729988052568698,0.4000000000000001,0.03898050974512743,0.012784533832241969,2.581422183165867
성동구,행당1동,0.17125478975063024,0.17264749423494785,0.4613463818195576,0.1687392955543972,0.7586618876941457,0.8,0.03898050974512743,0.0020045436322330616,2.5716303587988056
노원구,월계2동,0.2756609826282003,0.2783383301301947,0.7959240295608747,0.6402561620373819,0.5471923536439665,0.0,0.02098950524737631,0.005657267584302196,2.558361363247995
노원구,상계10동,0.10119802606905057,0.10222091437642417,0.27356420410119303,0.1309851813240003,0.9080047789725206,1.0000000000000002,0.03898050974512743,0.0006681812107443538,2.5549536145883165
서대문구,천연동,0.30142562660509736,0.3042145874618317,0.5917219461749943,0.36376498622384396,0.5734767025089605,0.4000000000000001,0.011994002998500747,0.0034745422958706402,2.546597851973228
금천구,독산3동,0.2797657395507891,0.2817006199380908,0.5850379599969733,0.6298309628416114,0.3201911589008364,0.4000000000000001,0.03898050974512743,0.020045436322330613,2.5355069509734283
노원구,상계2동,0.12130287170664647,0.1227327778848025,0.3028476303377305,0.24342840122123763,0.6941457586618877,1.0000000000000002,0.03898050974512743,0.0006236357966947302,2.523437949557432
성북구,길음2동,0.40564920119860365,0.408723594001512,0.391984261104245,0.2791719413210217,0.5949820788530464,0.4000000000000001,0.03898050974512743,0.01875361931489153,2.519491586223556
동대문구,이문2동,0.2629079108082495,0.26586933830801246,0.5515423613388151,0.4168590364137315,0.5758661887694145,0.4000000000000001,0.03898050974512743,0.012517261347944227,2.5120253453833503
용산구,이촌1동,0.21574886409195304,0.21836513570683735,0.4056296819431483,0.22481197408593342,0.6069295101553165,0.8,0.03898050974512743,0.019154528041338142,2.510465675728316
성북구,장위2동,0.24720034068042246,0.24824866857180544,0.3166191641233889,0.23806687020627001,0.6212664277180404,0.8,0.03898050974512743,0.5529867700120272,2.5103819810450547
강북구,삼양동,0.21189680934671443,0.21474396317456118,0.2770449214316342,0.1793878918757912,0.5806451612903225,1.0000000000000002,0.03898050974512743,0.033008151810771075,2.502699256864151
,,0.31331279212364416,0.3155617865197952,0.3697631598859939,0.1545163452230248,0.9187574671445639,0.4000000000000001,0.02998500749625187,0.07875629203973451,2.5018965583932737
서대문구,신촌동,0.36539310409601655,0.36339396040910427,0.4568819835044266,0.4610172015786731,0.4038231780167263,0.4000000000000001,0.03898050974512743,0.0023609069446300503,2.4894899373500743
구로구,신도림동,0.20769308287171023,0.20955443475937405,0.6409059954094887,0.2224290714126145,0.7514934289127836,0.4000000000000001,0.04947526236881558,0.8416855984676377,2.4815512757347866
강서구,화곡2동,0.24861097268920823,0.25144178374949866,0.468408706837844,0.0767741455059945,0.9904420549581839,0.4000000000000001,0.03898050974512743,0.0409817809256537,2.4746581734858566
,,0.3068339648765123,0.3106293445377271,0.5575201150150074,0.4744954948246333,0.3859020310633213,0.4000000000000001,0.03898050974512743,0.0908280992471825,2.474361460062329
관악구,신사동,0.15984436375839484,0.16168942863961341,0.6188110071379928,0.42006106188100384,0.6726403823178015,0.4000000000000001,0.03898050974512743,0.010200899817363801,2.4720267534799336
동대문구,전농1동,0.24600568991241112,0.24742179570315415,0.35394859636290266,0.2087273810410306,1.0,0.2,0.21589205397301348,0.009844536504966812,2.471995516992512
노원구,상계1동,0.07471445092598998,0.07582831991049901,0.26857013140969055,0.1061136346712339,0.9020310633213858,1.0000000000000002,0.03898050974512743,0.009265446122321705,2.4662381099839266
은평구,응암1동,0.2966615316887222,0.2994680646561422,0.5875097737533735,0.44716657979000674,0.5519713261648744,0.2,0.07796101949025487,0.013719987527284065,2.460738295543374
서대문구,홍은2동,0.35714334341228593,0.3606529115997174,0.2094988271495952,0.04251991957703478,0.8518518518518517,0.6000000000000001,0.03898050974512743,0.0,2.460647363335613
광진구,중곡4동,0.3824499166637606,0.38262647188224036,0.38984034100940806,0.3434358477920918,0.5197132616487454,0.4000000000000001,0.03898050974512743,0.09225355249677046,2.4570463487413736
중구,동화동,0.23353170113922922,0.2352585140973349,0.578126970514793,0.4092635341425274,0.5591397849462365,0.4000000000000001,0.03898050974512743,0.019421800525635885,2.454301014585248
송파구,잠실2동,0.190787765290154,0.19350697272104228,0.7111761293414381,0.8888226971479635,0.0,0.0,0.4662668665667166,0.08133992605461268,2.4505604310673146
서대문구,홍제2동,0.23209022826057357,0.2341099812460537,0.3545287159179762,0.08593342765656416,0.8948626045400238,0.6000000000000001,0.03898050974512743,0.0023163615305804267,2.440505467366319
강북구,수유3동,0.26186903108380405,0.2634356367165612,0.6433273639871869,0.47151686648298463,0.5328554360812425,0.2,0.0674662668665667,0.12494988640919417,2.4404706012183466
노원구,하계2동,0.19184652049429718,0.19480635961747356,0.6211567079476379,0.49966490431156463,0.6164874551971326,0.2,0.10794602698650674,0.02075816294712459,2.431907974554613
노원구,상계9동,0.20389017000356005,0.20650868883033804,0.5343153328120664,0.35177600714870805,0.6905615292712065,0.4000000000000001,0.03898050974512743,0.06842175598022184,2.4260322378110066
관악구,행운동,0.3316689239508293,0.33283105950500014,0.6299341690417938,0.5591630054359967,0.1326164874551971,0.4000000000000001,0.03898050974512743,0.03692814824713796,2.4251941551339447
강동구,천호1동,0.3682034255588338,0.3714446526582031,0.31001084571342097,0.13522972671084965,0.8231780167264039,0.4000000000000001,0.0014992503748125947,0.023787251102498994,2.409565917742524
양천구,신월7동,0.21225175982903488,0.2142432275349052,0.574797588720458,0.2818527068285055,0.6833930704898447,0.4000000000000001,0.03898050974512743,0.06561539489509555,2.4055188631478757
중랑구,면목5동,0.22973810531890754,0.2320961327619918,0.4887885590334704,0.1802070146697446,0.8088410991636797,0.4000000000000001,0.03898050974512743,0.037284511559534946,2.3786514206929215
양천구,신정4동,0.22535610361713948,0.22766370797455515,0.5306076121774661,0.2099932980862313,0.7443249701314215,0.4000000000000001,0.03898050974512743,0.11621898525546795,2.376926201731941
송파구,위례동,0.1576164210384714,0.15929507696217748,0.4964057810174793,0.47203812644277315,0.24731182795698925,0.8,0.03898050974512743,0.05176177112566261,2.371647743163018
양천구,신월5동,0.24629148730571693,0.24794827331381442,0.44187454284056804,0.15980341052945118,0.8267622461170846,0.4000000000000001,0.03898050974512743,0.0012918170074390839,2.3616604698517625
중구,필동,0.20232677933370882,0.2048203296242617,0.4935051832421117,0.34998883014371884,0.6618876941457587,0.4000000000000001,0.03898050974512743,0.06298721546616776,2.351509326234687
