자치구,행정동명,ST_WEEK,ST_HOLI,ST_YOUT,ST_SOLO,ST_HOUS,ST_SUBW,ST_HOSP,SCORE
구로구,신도림동,0.190787765290154,0.19350697272104228,0.7111761293414381,0.8888226971479635,0.0,0.0,0.4662668665667166,2.4505604310673146
광진구,자양4동,0.23209022826057357,0.2341099812460537,0.3545287159179762,0.08593342765656416,0.8948626045400238,0.6000000000000001,0.03898050974512743,2.440505467366319
마포구,공덕동,0.26186903108380405,0.2634356367165612,0.6433273639871869,0.47151686648298463,0.5328554360812425,0.2,0.0674662668665667,2.4404706012183466
성북구,석관동,0.19184652049429718,0.19480635961747356,0.6211567079476379,0.49966490431156463,0.6164874551971326,0.2,0.10794602698650674,2.431907974554613
서대문구,북아현동,0.20389017000356005,0.20650868883033804,0.5343153328120664,0.35177600714870805,0.6905615292712065,0.4000000000000001,0.03898050974512743,2.4260322378110066
송파구,문정2동,0.3316689239508293,0.33283105950500014,0.6299341690417938,0.5591630054359967,0.1326164874551971,0.4000000000000001,0.03898050974512743,2.4251941551339447
강동구,암사3동,0.3682034255588338,0.3714446526582031,0.31001084571342097,0.13522972671084965,0.8231780167264039,0.4000000000000001,0.0014992503748125947,2.409565917742524
강서구,방화1동,0.21225175982903488,0.2142432275349052,0.574797588720458,0.2818527068285055,0.6833930704898447,0.4000000000000001,0.03898050974512743,2.4055188631478757
영등포구,신길7동,0.22973810531890754,0.2320961327619918,0.4887885590334704,0.1802070146697446,0.8088410991636797,0.4000000000000001,0.03898050974512743,2.3786514206929215
강북구,우이동,0.22535610361713948,0.22766370797455515,0.5306076121774661,0.2099932980862313,0.7443249701314215,0.4000000000000001,0.03898050974512743,2.376926201731941
성동구,사근동,0.1576164210384714,0.15929507696217748,0.4964057810174793,0.47203812644277315,0.24731182795698925,0.8,0.03898050974512743,2.371647743163018
강서구,발산1동,0.24629148730571693,0.24794827331381442,0.44187454284056804,0.15980341052945118,0.8267622461170846,0.4000000000000001,0.03898050974512743,2.3616604698517625
강북구,송천동,0.20232677933370882,0.2048203296242617,0.4935051832421117,0.34998883014371884,0.6618876941457587,0.4000000000000001,0.03898050974512743,2.351509326234687
영등포구,문래동,0.3130077913295442,0.31500778953883996,0.49037758216258487,0.21900364881971854,0.5615292712066905,0.4000000000000001,0.03898050974512743,2.337906592802505
서초구,반포4동,0.37241916100590117,0.37523423639152514,0.23958937624536536,0.08221014222950332,0.8291517323775389,0.4000000000000001,0.03898050974512743,2.3375851579949614
노원구,상계3.4동,0.10811562064954583,0.10942833116559803,0.300098368098469,0.22518430262863953,0.5495818399044204,1.0000000000000002,0.03898050974512743,2.3313889721918004
노원구,월계2동,0.14881903497877205,0.15058306206950905,0.40378843292052363,0.24968352073869984,0.9103942652329747,0.4000000000000001,0.03898050974512743,2.3022488256856066
양천구,신정3동,0.21470095266376304,0.2167826501481045,0.5133553610613666,0.41075284831335174,0.5065710872162486,0.4000000000000001,0.03898050974512743,2.301143409147962
