No,호선,역명,도로명주소,지번주소,경도,위도,상태
210,6,돌곶이,서울특별시 성북구 화랑로 지하243(석관동),서울특별시 성북구 석관동 349-8 돌곶이역(6호선),127.0564254,37.61055105,정좌표
211,6,석계,서울특별시 노원구 화랑로 지하 347-1(월계동) ,서울특별시 노원구 월계동 25-2 석계역(6호선),127.0661184,37.61504756,정좌표
212,6,태릉입구,서울특별시 노원구 동일로 지하 992-1(공릉동),서울특별시 노원구 공릉동 616-4 태릉입구역(6호선),127.0749954,37.61790557,정좌표
213,6,화랑대(서울여대입구),서울특별시 노원구 화랑로 지하510(공릉동),서울특별시 노원구 공릉동 285-2 화랑대역(6호선),127.0837448,37.61989501,정좌표
214,6,봉화산(서울의료원),서울특별시 중랑구 신내로 지하232(신내동),서울특별시 중랑구 신내동 643-1 봉화산역(6호선),127.0907579,37.61765375,정좌표
215,6,신내,서울특별시 중랑구 용마산로136길 33 신내차량기지,서울특별시 중랑구 신내동 19 신내역(6호선),127.1021816,37.61306216,정좌표
216,7,장암,경기도 의정부시 동일로 121(장암동),경기도 의정부시 장암동 160-8 장암역(7호선),127.053135,37.70011907,정좌표
217,7,도봉산,서울특별시 도봉구 도봉로 964-40(도봉동),서울특별시 도봉구 도봉동 38-3 도봉산역(7호선),127.0465354,37.68913253,정좌표
218,7,수락산,서울특별시 노원구 동일로 지하1662(상계동),서울특별시 노원구 상계동 1132-9 수락산역(7호선),127.0553743,37.67762581,정좌표
219,7,마들,서울특별시 노원구 동일로 지하1530-1(상계동),서울특별시 노원구 상계동 650 마들역(7호선),127.0576878,37.66508677,정좌표
220,7,노원,서울특별시 노원구 동일로 지하1409(상계동),서울특별시 노원구 상계동 729 노원역(7호선),127.060517,37.65469477,정좌표
221,7,중계,서울특별시 노원구 동일로 지하1308-1(중계동),서울특별시 노원구 중계동 503-3 중계역(7호선),127.0642467,37.64489088,정좌표
222,7,하계,서울특별시 노원구 동일로 지하1196(하계동),서울특별시 노원구 하계동 273-5 하계역(7호선),127.0679888,37.63645225,정좌표
223,7,공릉(서울과학기술대),서울특별시 노원구 동일로 지하1074(공릉동),서울특별시 노원구 공릉동 385-4 공릉역(7호선),127.0730053,37.6254765,정좌표
224,7,태릉입구,서울특별시 노원구 동일로 지하 992-1(공릉동),서울특별시 노원구 공릉동 616-4 태릉입구역(7호선),127.0749954,37.61790557,정좌표
225,7,먹골,서울특별시 중랑구 동일로 지하901(묵동),서울특별시 중랑구 묵동 189-5 먹골역(7호선),127.0777646,37.61062482,정좌표
226,7,중화,서울특별시 중랑구 동일로 지하797(중화동),서울특별시 중랑구 중화동 50-3 중화역(7호선),127.0794697,37.60158024,정좌표
227,7,상봉(시외버스터미널),서울특별시 중랑구 망우로 297(상봉동),서울특별시 중랑구 상봉동 100-9 상봉역(7호선),127.0854366,37.59671389,정좌표
228,7,면목,서울특별시 중랑구 면목로 지하407(면목동) ,서울특별시 중랑구 면목동 282-6 면목역(7호선),127.0875676,37.58838391,정좌표
229,7,사가정,서울특별시 중랑구 사가정로 지하393(면목동),서울특별시 중랑구 면목동 495 사가정역(7호선),127.0884391,37.58079526,정좌표
230,7,용마산(용마폭포공원),서울특별시 중랑구 용마산로 지하227(면목동),서울특별시 중랑구 면목동 1316-5 용마산역(7호선),127.0870381,37.57403025,정좌표
231,7,중곡,서울특별시 광진구 능동로 지하417(중곡동),서울특별시 광진구 중곡동 273-2 7호선 중곡역(7호선),127.0788916,37.55274157,정좌표
232,7,군자(능동),서울특별시 광진구 천호대로 지하550(능동),서울특별시 광진구 능동 275-5 군자(능동)역(7호선),127.0790171,37.55736299,정좌표
233,7,어린이대공원(세종대),서울특별시 광진구 능동로 지하210(화양동),서울특별시 광진구 화양동 164-1 어린이대공원역(7호선),127.0800663,37.55436558,정좌표
234,7,건대입구,서울특별시 광진구 능동로 지하110(화양동),서울특별시 광진구 화양동 6-3 건대입구역(7호선),127.0710462,37.54084189,정좌표
235,7,뚝섬유원지,서울특별시 광진구 능동로 10(자양동),서울특별시 광진구 자양동 73-2 뚝섬유원지역(7호선),127.0667177,37.5315872,정좌표
236,7,청담,서울특별시 강남구 학동로 지하508(청담동),서울특별시 강남구 청담동 77-76 청담역(7호선),127.0536447,37.51944115,정좌표
237,7,강남구청,서울특별시 강남구 학동로 지하346(삼성동),서울특별시 강남구 삼성동 111-44 강남구청역(7호선),127.0413011,37.51718887,정좌표
238,7,학동,서울특별시 강남구 학동로 지하180(논현동),서울특별시 강남구 논현동 279-67 학동역(7호선),127.0314635,37.51420625,정좌표
239,7,논현,서울특별시 강남구 학동로 지하102(논현동),서울특별시 강남구 논현동 279-67 논현역(7호선),127.0216573,37.51119805,정좌표
240,7,반포,서울특별시 서초구 신반포로 지하241(잠원동),서울특별시 서초구 잠원동 103 반포역(7호선),127.0114973,37.50812683,정좌표
241,7,고속터미널,서울특별시 서초구 신반포로 지하188(반포동),서울특별시 서초구 반포동 19-11 고속터미널역(7호선),127.0044423,37.5046475,정좌표
242,7,내방,서울특별시 서초구 서초대로 지하103(방배동),서울특별시 서초구 방배동 874-16 내방역(7호선),126.9931901,37.48753371,정좌표
243,7,이수,서울특별시 동작구 사당로 지하310(사당동),서울특별시 동작구 사당동 144-4 이수역(7호선),126.9810215,37.48501567,정좌표
244,7,남성,서울특별시 동작구 사당로 지하218(사당동),서울특별시 동작구 사당동 산25-33 남성역(7호선),126.9717066,37.48444366,정좌표
245,7,숭실대입구(살피재),서울특별시 동작구 상도로 지하378(상도동),서울특별시 동작구 상도동 514 숭실대입구역(7호선),126.95406,37.4958141,정좌표
246,7,상도,서울특별시 동작구 상도로 지하272(상도1동),서울특별시 동작구 상도1동 702-1 상도역(중대입구역)(7호선),126.9477001,37.50320721,정좌표
247,7,장승배기,서울특별시 동작구 상도로 지하188(상도동) ,서울특별시 동작구 상도동 26-20 장승배기역(7호선),126.9387442,37.50466458,정좌표
248,7,신대방삼거리,서울특별시 동작구 상도로 지하76(대방동),서울특별시 동작구 대방동 406-10 신대방삼거리역(7호선),126.9282238,37.4997231,정좌표
249,7,보라매,서울특별시 동작구 상도로 지하2(대방동),서울특별시 동작구 대방동 466-51 보라매역(7호선),126.9204897,37.49991075,정좌표
250,7,신풍,서울특별시 영등포구 신풍로 지하27(신길동),서울특별시 영등포구 신길동 3599 신풍역(7호선),126.9098415,37.50011726,정좌표
251,7,대림(구로구청),서울특별시 영등포구 도림로 지하137(대림동),서울특별시 영등포구 대림동 1050-17 대림역(7호선),126.8966119,37.49274378,정좌표
252,7,남구로,서울특별시 구로구 도림로 지하7(구로동) ,서울특별시 구로구 구로동 801-95 남구로역(7호선),126.8863332,37.48532343,정좌표
253,7,가산디지털단지,서울특별시 금천구 벚꽃로 309(가산동),서울특별시 금천구 가산동 468-4 가산디지털단지역(7호선),126.8825591,37.48159577,정좌표
254,7,철산,경기도 광명시 철산로 지하13(철산동),경기도 광명시 철산동 526 철산역(7호선),126.8680035,37.47609824,정좌표
255,7,광명사거리,경기도 광명시 오리로 지하980(광명동),경기도 광명시 광명동 158-211 광명사거리역(7호선),126.8547031,37.47933549,정좌표
256,7,천왕,서울특별시 구로구 오리로 지하1154(천왕동),서울특별시 구로구 천왕동 14-25 천왕역(7호선),126.8387138,37.48682179,정좌표
257,7,온수(성공회대입구),서울특별시 구로구 경인로3길 지하64(온수동),서울특별시 구로구 온수동 119 온수역(7호선),126.8233813,37.49215101,정좌표
258,8,암사,서울특별시 강동구 올림픽로 지하776(암사동),서울특별시 강동구 암사동 501 암사역(8호선),127.1275399,37.55013944,정좌표
259,8,천호(풍납토성),서울특별시 강동구 천호대로 지하997(천호동),서울특별시 강동구 천호동 455 천호역(8호선),127.1237425,37.53857888,정좌표
260,8,강동구청,서울특별시 강동구 올림픽로 지하550(성내동),서울특별시 강동구 성내동 319 강동구청역(8호선),127.1205756,37.53067395,정좌표
261,8,몽촌토성(평화의문),서울특별시 송파구 올림픽로 지하383(신천동),서울특별시 송파구 신천동 19 몽촌토성역(8호선),127.1124305,37.51762513,정좌표
262,8,잠실(송파구청),서울특별시 송파구 올림픽로 305(신천동),서울특별시 송파구 신천동 7-4 잠실역(8호선),127.1042156,37.51497611,정좌표
263,8,석촌,서울특별시 송파구 송파대로 지하439(석촌동),서울특별시 송파구 석촌동 209 석촌역(8호선),127.1063458,37.50594926,정좌표
264,8,송파,서울특별시 송파구 송파대로 지하354(가락동),서울특별시 송파구 가락동 459-4 송파역(8호선),127.1121803,37.49968725,정좌표
265,8,가락시장,서울특별시 송파구 송파대로 지하257(가락동),서울특별시 송파구 가락동 184-23 가락시장역(8호선),127.118486,37.49274359,정좌표
266,8,문정,서울특별시 송파구 송파대로 지하179(문정동),서울특별시 송파구 문정동 119-4 문정역(8호선),127.1222913,37.48626384,정좌표
267,8,장지,서울특별시 송파구 송파대로 지하82(장지동),서울특별시 송파구 장지동 201-5 장지역(8호선),127.1264245,37.47811963,정좌표
268,8,복정,서울특별시 송파구 송파대로 지하6(장지동),서울특별시 송파구 장지동 596-21 복정역(8호선),127.126772,37.47105736,정좌표
269,8,남위례,경기도 성남시 수정구 공원로 601(복정동),경기도 성남시 수정구 복정동 57 남위례역(8호선),127.152675,37.44228352,인근좌표
270,8,산성,경기도 성남시 수정구 수정로 지하365(신흥동),경기도 성남시 수정구 신흥동 7 산성역(8호선),127.1499442,37.45652495,정좌표
271,8,남한산성입구(성남법원 검찰청),경기도 성남시 수정구 산성대로 지하445(단대동),경기도 성남시 수정구 단대동 96 남한산성입구역(8호선),127.1598022,37.45156808,정좌표
272,8,단대오거리,경기도 성남시 수정구 산성대로 지하365(신흥동),경기도 성남시 수정구 신흥동 2467 단대오거리역(8호선),127.1566878,37.44514358,정좌표
273,8,신흥,경기도 성남시 수정구 산성대로 지하280(신흥동),경기도 성남시 수정구 신흥동 2467 신흥역(8호선),127.1481073,37.44118386,정좌표
274,8,수진,경기도 성남시 수정구 산성대로 지하200(수진동),경기도 성남시 수정구 수진동 2205-1 수진역(8호선),127.1403519,37.43745921,정좌표
275,8,모란,경기도 성남시 수정구 산성대로 지하100(수진동),경기도 성남시 수정구 수진동 4518 모란역(8호선),127.129551,37.43384975,정좌표
276,9,언주,서울특별시 강남구 봉은사로 지하201(논현동),서울특별시 강남구 논현동 279-165 언주역(9호선),127.0342849,37.50744596,정좌표
277,9,선정릉,서울특별시 강남구 선릉로 지하580(삼성동),서울특별시 강남구 삼성동 111-114 선정릉역(9호선),127.043641,37.51085355,정좌표
278,9,삼성중앙,서울특별시 강남구 봉은사로 지하501(삼성동),서울특별시 강남구 삼성동 111-147 삼성중앙역(9호선),127.052705,37.51288248,정좌표
279,9,봉은사,서울특별시 강남구 봉은사로 지하601(삼성동),서울특별시 강남구 삼성동 172 봉은사역(9호선),127.0608922,37.51436096,정좌표
280,9,종합운동장,서울특별시 송파구 올림픽로 49(잠실동),서울특별시 송파구 잠실동 123 종합운동장역(9호선),127.0760084,37.51148119,정좌표
281,9,삼전,서울특별시 송파구 백제고분로 지하189(잠실동),서울특별시 송파구 잠실동 347 삼전역(9호선),127.0874454,37.50450235,정좌표
282,9,석촌고분,서울특별시 송파구 백제고분로 지하274(삼전동),서울특별시 송파구 삼전동 157-1 석촌고분역(9호선),127.0967035,37.50247021,정좌표
283,9,석촌,서울특별시 송파구 송파대로 지하439(석촌동),서울특별시 송파구 석촌동 209 석촌역(9호선),127.1063458,37.50594926,정좌표
284,9,송파나루,서울특별시 송파구 백제고분로 지하446(방이동),서울특별시 송파구 방이동 2 송파나루역(9호선),127.1127433,37.51045702,정좌표
285,9,한성백제,서울특별시 송파구 위례성대로 지하29(방이동),서울특별시 송파구 방이동 88-17 한성백제역(9호선),127.116303,37.51646484,정좌표
286,9,올림픽공원(한국체대),서울특별시 송파구 양재대로 지하1233(방이동),서울특별시 송파구 방이동 89-28 올림픽공원역(9호선),127.1306004,37.51608795,정좌표
287,9,둔촌오륜,서울특별시 강동구 강동대로 지하303(둔촌동),서울특별시 강동구 둔촌동 227-7 둔촌오륜역(9호선),127.1384276,37.51942467,정좌표
288,9,중앙보훈병원,서울특별시 강동구 동남로 지하625(둔촌동),서울특별시 강동구 둔촌동 8-1 중앙보훈병원역(9호선),127.1485417,37.52889576,정좌표
