날짜,서울 종로구,서울 중구,서울 용산구,서울 성동구,서울 광진구,서울 동대문구,서울 중랑구,서울 성북구,서울 강북구,서울 도봉구,서울 노원구,서울 은평구,서울 서대문구,서울 마포구,서울 양천구,서울 강서구,서울 구로구,서울 금천구,서울 영등포구,서울 동작구,서울 관악구,서울 서초구,서울 강남구,서울 송파구,서울 강동구,부산 중구,부산 서구,부산 동구,부산 부산진구,부산 동래구,부산 남구,부산 북구,부산 해운대구,부산 사하구,부산 금정구,부산 강서구,부산 연제구,부산 수영구,부산 사상구,대구 중구,대구 동구,대구 서구,대구 남구,대구 북구,대구 수성구,대구 달서구,대구 달성군,인천 중구,인천 동구,인천 남구,인천 미추홀구,인천 연수구,인천 남동구,인천 부평구,인천 계양구,인천 서구,광주 동구,광주 서구,광주 남구,광주 북구,광주 광산구,대전 동구,대전 중구,대전 서구,대전 유성구,경기 수원시 권선구,경기 수원시 팔달구,경기 수원시 영통구,경기 성남시 수정구,경기 성남시 중원구,경기 성남시 분당구,경기 의정부시,경기 안양시 만안구,경기 안양시 동안구,경기 부천시,경기 부천시 원미구,경기 부천시 소사구,경기 광명시,경기 평택시,경기 동두천시,경기 안산시 상록구,경기 안산시 단원구,경기 고양시 덕양구,경기 고양시 일산동구,경기 고양시 일산서구,경기 과천시,경기 구리시,경기 남양주시,경기 오산시,경기 군포시,경기 의왕시,경기 용인시 처인구,경기 용인시 기흥구,경기 파주시,경기 양주시,경기 양평군
Nov-14,96.328,96.359,96.048,95.604,94.911,95.73,94.642,96.044,96.308,96.458,95.048,95.56,94.498,93.207,94.703,94.9,94.662,95.403,95.946,96.007,95.149,94.572,94.039,94.308,95.083,93.605,94.226,94.357,93.438,92.203,92.409,95.215,90.677,94.97,93.71,89.536,94.092,92.938,95.02,93.896,93.125,93.318,92.13,93.736,92.545,92.298,96.382,98.908,97.713,95.743,,98.229,97.468,97.611,94.568,,96.166,94.003,96.097,98.985,89.235,97.781,93.551,97.005,89.953,99.763,97.982,97.678,97.231,95.996,98.05,96.978,98.404,96.645,,100,100,94.332,95.577,98.477,97.337,94.422,97.131,97.181,98.126,96.243,95.429,95.523,95.423,96.656,95.726,96.799,97.046,97.011,97.571,98.162
Dec-14,96.424,96.51,96.197,95.875,95.054,95.782,94.772,96.173,96.482,96.582,95.155,95.624,94.655,93.421,95.006,94.989,94.747,95.563,96.083,96.183,95.259,94.746,94.397,94.452,95.123,93.781,94.378,94.761,93.485,92.387,92.75,95.389,90.835,95.01,94.054,89.931,94.22,93.205,95.181,94.068,93.339,93.538,92.501,93.743,93,92.487,96.382,98.942,97.152,96.868,,98.157,97.69,97.779,94.878,,96.287,94.005,96.286,99.01,89.606,97.858,93.961,96.896,89.931,99.78,98.165,98.338,97.315,96.044,98.112,97.118,98.85,96.604,,99.751,99.935,94.395,95.621,98.614,97.221,94.709,97.133,96.788,97.984,96.428,95.429,95.561,95.554,96.788,95.891,96.95,97.142,97.224,97.571,98.065
Jan-15,96.492,96.614,96.251,95.992,95.169,95.812,94.917,96.29,96.714,96.788,95.268,95.784,94.735,93.543,95.367,95.162,94.799,95.563,96.24,96.31,95.272,94.912,94.503,94.624,95.276,93.952,94.488,95.093,93.666,92.65,92.841,95.471,91.157,95.233,94.187,90.412,94.273,93.346,95.341,94.266,93.634,93.386,92.593,94.176,93.378,92.68,96.382,98.868,97.243,97.356,,98.356,97.684,97.703,95.099,,96.449,94.34,96.641,99.079,89.738,97.952,94.198,96.972,90.28,99.872,98.168,98.974,97.477,96.181,98.179,97.128,99.444,96.775,,99.922,100.136,94.503,95.836,98.618,97.253,94.709,97.131,96.899,97.984,96.411,95.44,95.616,95.744,96.784,96.052,96.998,97.216,97.172,97.571,98.089
Feb-15,96.541,96.712,96.301,96.036,95.409,95.908,95.002,96.419,96.985,96.816,95.429,95.948,94.793,93.719,95.737,95.242,94.924,95.772,96.351,96.379,95.449,95.118,94.796,94.822,95.446,94.136,94.736,95.227,93.765,92.932,93.012,95.55,91.356,95.379,94.267,89.876,94.277,93.533,95.438,94.444,93.966,93.697,92.929,94.387,93.481,92.881,96.498,98.944,97.116,97.743,,98.312,97.499,97.715,95.646,,96.601,94.143,96.988,99.079,89.861,98.018,94.264,96.937,90.479,99.916,98.307,99.273,97.589,96.215,98.229,97.16,99.216,97.169,,100.089,100.185,94.687,95.884,98.632,97.253,94.989,97.301,96.624,98.471,96.416,95.633,95.829,95.82,96.962,96.052,97.07,97.206,97.161,97.31,98.097
Mar-15,96.676,96.87,96.394,96.169,95.644,96.066,95.201,96.526,97.008,97.018,95.665,96.21,94.887,94.138,96.122,95.75,95.105,96.123,96.515,96.518,95.469,95.464,94.944,95.036,95.565,94.352,94.915,95.339,94.07,93.112,93.402,95.653,91.681,95.529,94.516,90.064,94.572,93.786,95.531,94.642,94.308,93.87,93.245,94.73,93.891,93.14,96.875,98.967,96.895,97.685,,98.091,97.426,97.98,95.851,,96.754,94.865,97.533,99.079,90.281,98.064,94.584,96.944,90.506,100.442,98.45,99.067,97.631,96.392,98.227,97.358,98.808,97.497,,100.59,100.315,94.845,95.839,98.796,97.318,95.077,97.67,96.418,98.345,96.553,95.731,95.864,95.643,96.777,95.557,97.272,97.288,97.483,97.205,98.199
Apr-15,96.837,97.001,96.56,96.323,95.738,96.18,95.441,96.684,97.029,97.045,96.03,96.42,95.328,94.443,96.226,96.017,95.428,96.418,96.737,96.568,95.432,95.655,95.226,95.291,95.818,94.659,95.092,95.531,94.215,93.49,93.723,95.772,92,95.709,94.676,89.77,94.787,94.118,95.657,94.787,94.602,93.87,93.687,94.941,94.121,93.336,97.127,98.83,96.855,97.58,,98.471,97.336,98.116,95.933,,96.938,95.036,97.533,99.079,90.534,98.072,95.094,96.857,90.917,99.437,98.55,99.067,97.775,96.573,98.261,97.424,98.233,97.458,,100.788,100.475,95.073,95.806,98.86,97.34,95.453,97.651,96.991,98.411,96.731,96.376,96.128,95.679,96.987,97.396,97.584,97.479,97.381,97.188,98.225
May-15,96.963,97.127,96.675,96.444,95.909,96.366,95.802,96.81,96.986,97.319,96.379,96.609,95.462,94.551,96.399,96.219,95.72,96.773,97.015,96.673,95.522,95.98,95.481,95.583,96.056,94.833,95.354,95.769,94.497,93.818,93.761,95.934,92.292,95.842,94.849,90.329,94.942,94.382,95.831,95.004,94.779,94.026,93.925,95.204,94.385,93.63,97.317,98.868,96.67,97.576,,98.683,97.127,98.215,96.159,,97.151,95.132,98.027,98.729,90.861,98.198,95.216,97.084,91.281,99.542,98.635,97.507,97.921,96.642,98.404,97.503,98.23,97.805,,101.211,100.672,95.121,96.085,98.822,97.435,95.453,97.7,96.563,98.326,96.858,97.085,96.271,95.882,97.269,97.396,97.694,97.509,97.671,97.046,98.178
Jun-15,97.132,97.248,96.739,96.529,96.242,96.493,95.974,96.936,97.263,97.335,96.563,96.815,95.699,94.898,96.517,96.437,95.859,96.859,97.172,96.79,95.775,96.158,95.819,95.794,96.366,95.02,95.591,95.948,94.951,94.147,94.117,96.077,92.669,96.122,95.157,91.037,95.23,94.742,95.934,95.144,95.11,93.882,94.126,95.621,94.563,93.953,97.625,98.995,96.789,97.908,,98.829,97.182,98.509,96.22,,97.309,95.449,98.052,98.729,90.767,98.282,95.584,97.511,92.063,99.68,98.74,97.964,98.098,96.725,98.51,97.604,98.314,98.141,,101.208,100.728,95.216,96.327,98.842,97.61,95.748,97.838,96.667,98.326,96.962,97.185,96.407,96.264,97.488,97.577,97.773,97.587,97.824,96.815,98.299
Jul-15,97.296,97.343,96.815,96.791,96.487,96.695,96.233,97.16,97.388,97.437,96.644,96.955,95.995,95.237,96.634,96.846,95.918,97.16,97.267,97.022,96.255,96.305,95.888,96.078,96.6,95.355,95.913,96.082,95.255,94.492,94.342,96.271,92.756,96.243,95.459,91.837,95.6,95.128,96.051,95.485,95.464,94.225,94.913,95.97,95.054,94.314,97.793,99.151,96.887,97.959,,98.93,97.606,98.429,96.715,,97.422,95.758,98.345,98.596,91.835,98.356,96.38,97.528,92.841,99.836,98.832,97.756,98.182,96.909,98.549,97.737,98.172,98.237,,100.93,100.872,95.748,96.578,98.918,97.702,96.154,97.884,96.88,98.601,97.068,97.185,96.592,95.884,97.779,97.08,97.874,97.663,97.829,96.913,98.275
Aug-15,97.443,97.487,96.927,96.943,96.613,96.832,96.48,97.317,97.695,97.456,96.851,97.127,96.097,95.531,96.929,96.837,96.08,97.761,97.408,97.317,96.548,96.541,96.053,96.346,96.789,95.711,95.991,96.246,95.555,94.764,94.609,96.471,93.001,96.477,95.683,92.667,95.899,95.369,96.258,95.779,95.709,94.653,95.294,95.97,95.34,94.608,98.448,99.15,97.19,98.148,,98.995,97.85,98.513,97.213,,97.525,95.946,98.345,98.748,92.232,98.348,96.392,97.621,93.1,99.58,98.917,97.484,98.237,97.112,98.553,97.835,98.479,98.276,,100.972,100.618,96.117,96.731,98.914,97.702,96.154,98.027,97.72,98.953,97.17,97.361,96.741,95.752,97.906,98.69,98.128,97.77,97.97,97.136,98.356
Sep-15,97.571,97.645,96.991,97.159,96.878,97.072,96.77,97.543,97.823,97.459,96.965,97.328,96.435,95.853,97.091,96.916,96.327,97.862,97.609,97.619,96.786,96.683,96.332,96.578,96.982,95.951,96.191,96.553,95.673,95.077,94.685,96.637,93.169,96.692,95.746,92.819,96.062,95.565,96.464,96.048,95.993,94.634,95.61,96.205,95.595,94.964,98.448,99.171,97.766,98.305,,99.075,97.794,98.738,97.434,,97.633,96.182,98.348,98.903,92.458,98.378,96.527,97.572,93.646,99.272,99.081,97.484,98.281,97.241,98.513,97.913,99.061,98.608,,101.157,100.692,96.624,96.998,98.963,97.702,96.154,98.13,97.423,99.151,97.395,97.82,97.171,96.26,97.837,97.423,98.524,98.03,98.338,97.217,98.356
Oct-15,97.708,97.812,97.181,97.377,97.081,97.308,96.97,97.709,97.985,97.702,97.176,97.585,96.837,96.174,97.323,97.138,96.462,97.862,97.729,97.822,96.86,96.901,96.613,96.792,97.225,96.146,96.418,96.823,95.893,95.446,94.927,96.795,93.269,96.875,96.106,93.497,96.275,95.714,96.649,96.113,96.281,95.842,95.944,96.714,95.904,95.249,98.448,99.181,97.796,98.476,,99.011,97.74,98.818,97.811,,97.725,96.457,98.348,98.988,92.625,98.509,96.604,97.744,93.984,99.604,99.102,97.847,98.423,97.443,98.604,98.014,99.456,98.921,,101.332,100.657,96.894,97.29,99.049,97.774,96.858,98.234,96.79,99.192,97.613,97.943,97.344,97.38,97.829,97.574,98.532,98.193,98.714,97.481,98.546
Nov-15,97.922,97.982,97.252,97.644,97.193,97.462,97.228,97.973,98.048,98.005,97.343,97.741,96.99,96.425,97.448,97.241,96.532,98.232,97.929,97.877,97.066,97.083,96.819,97.052,97.347,96.347,96.758,97.133,96.212,95.685,95.11,97.016,93.481,97.129,96.279,93.645,96.357,95.952,96.856,96.433,96.493,96.328,96.412,96.908,96.224,95.562,98.646,99.159,97.943,98.65,,99.078,97.941,98.882,97.924,,97.85,96.656,98.907,99.402,93.009,98.523,96.85,97.967,95.358,99.714,99.114,97.649,98.507,97.555,98.69,98.088,100.478,98.935,,101.486,100.612,97.063,97.38,99.132,97.722,97.306,98.407,97.305,99.259,97.768,98.052,97.586,97.813,97.982,97.574,98.704,98.312,98.789,97.537,98.603
Dec-15,98.149,98.145,97.383,97.853,97.377,97.702,97.377,98.148,98.239,98.205,97.521,97.949,97.569,96.915,97.608,97.394,96.95,98.391,98.027,98.13,97.341,97.338,97.533,97.374,97.535,96.508,97.118,97.335,96.448,96.027,95.242,97.242,94.152,97.411,96.535,94.027,96.529,96.31,97.197,96.688,96.801,96.562,96.79,97.155,96.539,96.084,98.35,99.202,97.971,99.022,,99.227,98.001,98.927,97.933,,98.064,96.508,99.278,99.498,93.447,98.92,97.197,98.133,95.882,99.424,99.143,97.694,98.555,97.674,98.822,98.194,100.412,98.781,,101.685,100.656,97.342,97.484,99.198,97.811,97.306,98.454,98.077,99.259,97.923,98.142,98.037,97.93,97.996,97.574,98.76,98.553,98.83,97.577,98.7
Jan-16,98.286,98.293,97.635,97.942,97.57,97.89,97.523,98.262,98.42,98.332,97.739,98.033,97.714,97.175,97.741,97.516,97.056,98.5,98.094,98.329,97.509,97.593,97.742,97.51,97.741,96.688,97.349,97.557,96.558,96.32,95.519,97.45,94.46,97.566,96.72,94.598,96.571,96.511,97.465,96.961,96.909,96.974,97.065,97.271,96.891,96.622,98.628,99.225,98.133,99.121,,99.278,97.939,99.166,98.122,,98.22,96.777,99.305,99.419,94.028,98.995,97.429,98.267,96.295,99.467,99.125,98.022,98.624,97.778,98.887,98.257,99.759,98.841,,101.769,100.656,97.342,97.509,99.279,97.777,97.306,98.579,98.089,99.53,97.957,98.337,98.312,98.223,97.984,97.574,98.819,98.568,99.177,97.652,98.897
Feb-16,98.385,98.464,97.815,98.094,97.827,97.976,97.688,98.337,98.547,98.454,97.922,98.245,97.693,97.36,97.972,97.7,97.438,98.557,98.228,98.428,97.579,97.747,97.832,97.728,97.955,96.968,97.584,97.722,96.819,96.57,95.806,97.648,95.091,97.801,96.87,95.033,96.765,96.781,97.638,97.288,97.172,97.209,97.302,97.425,97.149,96.938,98.799,99.429,98.155,99.19,,99.318,97.735,99.256,98.433,,98.331,96.822,99.305,99.373,94.379,99.107,97.554,98.204,96.645,99.386,99.107,97.986,98.681,97.952,99.008,98.305,99.815,99.347,,101.912,100.636,97.453,97.621,99.116,97.803,97.306,98.633,98.16,99.774,98.168,98.367,98.371,98.224,98.207,97.76,98.863,98.642,99.137,97.761,99.027
Mar-16,98.606,98.595,97.957,98.288,97.962,98.169,97.939,98.532,98.787,98.506,98.142,98.435,97.869,97.605,98.088,97.8,97.721,98.557,98.325,98.577,97.806,97.896,98.063,97.92,98.139,97.266,97.983,98.032,97.169,96.826,96.205,97.98,95.677,97.932,97.213,95.712,97.025,96.988,97.926,97.593,97.449,97.57,97.641,97.541,97.523,97.381,99.048,99.519,98.113,99.457,,99.347,97.41,99.475,98.338,,98.557,96.989,99.471,99.433,94.815,99.226,97.736,98.612,97.346,99.27,99.199,98.328,98.803,98.17,99.045,98.406,99.69,99.63,,102.047,100.751,97.662,98.091,99.207,98.397,97.787,98.695,97.772,99.927,98.363,98.601,98.605,98.179,98.453,97.809,99.067,98.77,99.531,97.896,99.027
Apr-16,98.725,98.727,98.139,98.419,98.215,98.311,98.119,98.779,98.827,98.637,98.229,98.652,98.006,97.845,98.313,98.118,97.819,98.762,98.479,98.683,98.076,98.276,98.331,98.166,98.323,97.658,98.163,98.313,97.426,97.093,96.621,98.135,96.28,98.102,97.609,96.057,97.477,97.297,98.116,97.938,97.772,98.018,97.796,97.853,97.85,97.711,99.048,99.513,98.289,99.594,,99.354,97.719,99.432,98.634,,98.657,97.254,99.286,99.614,95.216,99.322,98.056,98.967,97.561,99.206,99.356,98.7,98.909,98.395,99.212,98.574,100.031,99.694,,102.017,100.746,97.662,98.176,99.281,98.461,98.287,98.863,98.107,100.172,98.559,98.76,98.689,98.393,98.765,97.809,99.146,98.847,99.594,97.896,99.298
May-16,98.883,98.897,98.219,98.683,98.517,98.495,98.326,99.069,99.079,98.924,98.378,98.742,98.284,98.232,98.536,98.399,98.042,98.844,98.645,98.797,98.273,98.574,98.594,98.484,98.507,97.859,98.322,98.559,97.885,97.464,97.182,98.428,96.842,98.325,97.861,96.222,97.727,97.637,98.307,98.284,98.026,98.316,98.055,98.327,98.184,98.061,99.048,99.587,98.477,99.732,,99.336,97.825,99.45,98.593,,98.726,97.423,99.286,99.527,95.376,99.436,98.368,99.108,98.055,99.217,99.395,98.712,98.962,98.55,99.318,98.748,100.266,99.837,,102.086,100.786,98.185,98.311,99.363,98.867,98.8,99.024,97.937,100.172,98.878,98.787,98.795,98.563,98.988,96.677,99.274,99.34,99.538,99.073,99.431
Jun-16,99.031,99.066,98.505,98.874,98.842,98.768,98.644,99.288,99.114,99.027,98.634,98.98,98.653,98.477,98.866,98.769,98.164,98.9,98.838,98.976,98.462,98.804,98.877,98.751,98.828,98.262,98.602,98.746,98.268,97.75,97.695,98.66,97.331,98.493,98.216,97.139,98.202,98.003,98.86,98.526,98.425,98.558,98.251,98.628,98.622,98.424,99.048,99.622,98.725,99.638,,99.443,98.002,99.692,98.577,,98.867,97.925,99.307,99.676,96.577,99.61,98.638,99.239,98.496,99.468,99.423,99.002,99.048,98.789,99.397,99.006,100.261,99.019,,102.135,100.836,98.465,98.672,99.488,98.91,98.8,99.151,98.443,100.439,99.038,99.236,98.957,98.605,99.243,98.592,99.479,99.347,100.101,99.159,99.589
Jul-16,99.234,99.28,98.791,99.125,99.087,99.074,99.044,99.465,99.322,99.119,98.922,99.16,98.945,98.813,99.201,99.039,98.601,99.213,99.017,99.151,98.724,98.991,99.176,99.011,99.143,98.493,98.829,98.938,98.568,97.981,98.175,98.807,97.8,98.746,98.563,97.72,98.534,98.318,99.032,98.892,98.679,98.897,98.678,98.887,98.839,98.844,99.365,99.583,98.612,98.943,,99.46,99.085,99.735,98.96,,99.182,98.191,99.307,99.55,97.257,99.734,98.905,99.313,99.018,99.487,99.562,99.425,99.142,98.842,99.674,99.211,100.049,99.051,99.883,,,98.465,98.974,99.572,99.039,98.913,99.252,98.608,100.393,99.223,99.4,99.027,98.961,99.367,98.592,99.546,99.548,100.268,99.566,99.629
Aug-16,99.45,99.467,99.059,99.315,99.258,99.309,99.233,99.625,99.416,99.309,99.223,99.411,99.213,99.132,99.434,99.403,98.836,99.502,99.213,99.441,98.95,99.248,99.363,99.351,99.3,98.652,99.105,99.089,98.847,98.352,98.635,99.134,98.057,98.893,98.959,98.167,98.83,98.703,99.288,99.142,98.922,99.228,99.162,98.997,99.063,99.134,100,99.648,99.278,99.249,,99.525,99.284,99.759,99.306,,99.365,98.745,99.307,99.684,97.923,99.856,99.109,99.418,99.28,99.76,99.723,99.464,99.274,99.127,99.958,99.459,100.177,99.162,99.953,,,98.975,99.17,99.718,99.167,99.09,99.485,98.751,100.008,99.354,99.4,99.408,99.114,99.424,99.848,99.59,99.704,99.695,99.864,99.701
Sep-16,99.647,99.668,99.312,99.536,99.56,99.539,99.554,99.818,99.618,99.694,99.584,99.58,99.588,99.403,99.668,99.513,99.304,99.502,99.507,99.698,99.347,99.504,99.514,99.562,99.61,99.17,99.524,99.372,99.218,98.75,99.402,99.383,98.814,99.198,99.263,98.646,99.23,99.037,99.464,99.446,99.33,99.647,99.479,99.199,99.479,99.398,100,99.702,99.664,99.511,,99.604,99.46,99.879,99.785,,99.582,99.158,99.389,99.694,98.503,99.805,99.545,99.712,99.547,99.76,99.756,99.507,99.511,99.598,99.991,99.705,100.177,99.483,99.82,,,99.317,99.368,99.818,99.167,99.629,99.587,99.615,99.781,99.624,99.802,99.609,99.163,99.669,99.944,99.764,99.935,99.732,99.884,99.715
Oct-16,99.853,99.847,99.623,99.805,99.8,99.723,99.83,99.959,99.819,99.81,99.858,99.818,99.729,99.696,99.852,99.805,99.849,99.894,99.69,99.86,99.791,99.782,99.732,99.828,99.856,99.462,99.686,99.632,99.755,99.394,99.705,99.683,99.407,99.589,99.59,99.82,99.738,99.524,99.641,99.736,99.587,100.043,99.514,99.42,99.746,99.633,100,99.86,99.971,99.706,,99.711,99.908,99.895,99.911,,99.778,99.647,99.389,99.725,98.712,99.912,99.754,99.717,99.941,99.948,99.937,99.485,99.752,99.7,100.108,99.845,100.047,100,99.865,,,99.684,99.651,99.885,99.359,99.817,99.699,99.834,99.781,99.765,99.802,99.655,99.457,99.844,99.944,99.858,99.97,99.728,99.973,99.868
Nov-16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Dec-16,100.144,100.175,100.272,100.167,100.131,100.22,100.135,100.053,100.17,100.119,100.297,100.145,100.178,100.384,100.129,100.389,100.231,100.171,100.167,100.234,100.263,100.147,100.307,100.342,100.197,100.242,100.255,100.232,100.192,100.426,100.256,100.321,100.455,100.332,100.369,100.481,100.619,100.521,100.377,100.238,100.303,100.229,100.492,100.07,100.331,100.359,100.032,100.125,99.702,100.112,,100.223,100.249,100.05,100.045,100.087,100.271,100.033,101.134,100.29,101.19,100.059,100.319,100.146,100.312,100.101,100.046,100.087,100.106,100.179,100.067,100.085,100.405,100.174,100.081,,,100.09,100.196,100.066,100.251,100,100.033,100.093,100.053,100.214,100.338,100.102,100.277,100.212,100.064,100.205,100.116,100.02,100.077,100.149
Jan-17,100.214,100.343,100.497,100.315,100.246,100.384,100.27,100.284,100.282,100.27,100.474,100.235,100.335,100.597,100.353,100.736,100.487,100.255,100.353,100.32,100.43,100.315,100.536,100.555,100.383,100.584,100.514,100.624,100.394,100.642,100.653,100.651,101.065,100.606,100.682,100.936,100.819,100.807,100.605,100.497,100.667,100.484,100.973,100.248,100.575,100.612,100.575,100.225,99.703,100.207,,99.928,100.445,100.175,100.135,100.217,100.407,100.246,101.134,100.415,102.36,100.291,100.307,100.362,101.101,100.202,100.114,100.112,100.227,100.405,100.114,100.161,100.713,100.196,100.159,,,100.303,100.422,100.119,100.48,100,100.121,100.282,100.56,100.027,100.596,100.113,100.556,100.428,100.208,100.288,100.214,100.227,100.214,100.265
Feb-17,100.367,100.46,100.773,100.591,100.559,100.537,100.455,100.528,100.4,100.477,100.559,100.383,100.495,101.04,100.502,101.286,100.824,100.312,100.644,100.488,100.536,100.334,100.861,100.842,100.627,100.892,100.838,101.101,100.714,100.933,101.463,101.012,101.621,100.833,101.138,101.476,101.265,101.187,101.001,100.843,101.006,100.837,101.134,100.663,100.827,100.965,100.828,100.366,100.17,100.357,,99.991,100.826,100.656,100.202,100.549,100.663,100.508,100.667,100.495,103.113,100.341,100.808,100.594,101.639,100.327,100.247,99.435,100.417,100.687,100.141,100.245,100.801,100.435,100.284,,,100.434,100.421,100.168,100.847,100,100.214,100.289,100.658,99.947,100.787,100.18,100.776,100.605,100.208,100.446,100.424,100.228,100.234,100.45
Mar-17,100.582,100.677,101.079,100.8,100.853,100.879,100.657,100.763,100.762,100.79,100.969,100.606,100.656,101.569,100.661,101.599,100.999,100.483,101.012,100.846,100.674,100.762,101.166,101.069,100.781,101.207,101.363,101.485,101.094,101.515,101.644,101.318,102.301,101.159,101.501,102.05,101.557,101.741,101.33,101.169,101.346,101.144,101.34,101.13,101.145,101.352,100.828,100.488,100.519,100.513,,100.707,101.253,100.87,100.449,100.798,100.89,100.888,100.458,100.972,103.937,100.434,101.024,100.967,101.701,100.448,100.406,99.66,100.62,100.876,100.332,100.526,101.19,100.638,100.546,,,100.579,100.679,100.306,101.04,101.352,100.616,100.725,100.788,100.356,100.96,100.346,100.972,100.921,100.497,100.663,100.71,100.4,100.579,100.579
Apr-17,100.838,100.897,101.431,101.141,101.206,101.127,100.968,101.035,100.877,101.067,101.34,100.878,100.799,102.031,101.042,101.913,101.464,100.748,101.316,101.058,101.06,101.121,101.559,101.329,101.077,101.588,101.773,102.184,101.604,102.03,102.068,101.745,102.794,101.467,101.808,102.358,102.047,102.626,101.61,101.434,101.758,101.38,101.472,101.56,101.458,101.718,100.828,100.622,100.757,100.65,,100.835,101.751,101.267,100.569,100.958,101.162,101.068,101.382,101.161,104.255,100.552,100.992,101.205,102.426,100.448,100.671,99.769,101.023,101.151,100.363,100.811,101.685,100.906,100.921,,,101.296,101.909,100.482,101.303,101.481,101.425,101.212,101.22,100.958,101.224,100.688,101.423,101.34,102.912,100.875,100.866,100.629,101.449,100.933
May-17,101.198,101.206,101.941,101.562,101.875,101.572,101.413,101.329,101.293,101.573,101.794,101.305,101.175,102.469,101.57,102.388,101.786,101.193,101.727,101.475,101.505,101.651,102.281,101.897,101.573,101.972,102.276,102.753,102.359,102.565,102.719,102.291,103.61,102.019,102.33,103.278,102.617,103.438,102.139,101.659,102.141,101.696,101.68,101.799,101.745,102.172,101.416,100.747,101.114,100.885,,100.958,102.037,101.507,101.128,101.408,101.368,101.378,102.608,101.78,105.221,100.746,101.795,101.312,102.398,101.454,101.168,100.274,101.264,101.445,100.481,100.985,101.786,100.906,101.26,,,101.316,102.333,100.557,101.54,101.697,102.141,101.682,101.456,101.158,101.55,100.906,103.395,101.659,103.173,101.044,101.186,101.039,101.737,101.37
Jun-17,101.545,101.567,102.734,102.04,102.355,101.894,101.735,101.704,101.62,101.878,102.254,101.609,101.573,103.029,102.227,103.011,102.017,101.339,102.167,102.047,101.97,102.158,102.674,102.429,102.014,102.447,102.938,103.112,103.149,103.271,103.184,102.766,104.361,102.457,103.136,104.709,103.431,104.308,102.696,101.925,102.538,101.923,101.952,102.173,102.139,102.581,102.587,100.821,101.253,101.215,,101.062,102.329,101.931,101.42,101.555,101.691,101.786,103.924,102.036,106.908,100.864,102.124,101.399,102.736,101.507,101.277,100.525,101.516,101.801,100.798,101.215,101.982,101.168,101.599,,,101.864,103.1,100.743,101.81,101.9,102.197,101.915,101.921,101.335,102.283,101.267,103.974,101.952,103.642,101.294,101.318,101.039,102.044,101.805
Jul-17,101.912,102.084,103.381,102.462,102.73,102.298,102.12,101.92,101.893,102.395,102.722,101.971,102.048,103.576,102.776,103.521,102.269,101.763,102.617,102.476,102.573,102.526,103.198,102.933,102.369,102.738,103.674,103.743,103.875,104.026,103.814,103.168,105.31,103.001,103.955,105.323,104.13,105.124,103.238,102.286,102.853,102.374,102.274,102.498,102.633,103.111,102.587,101.011,101.14,101.33,,101.482,102.681,102.316,101.767,102.086,101.936,102.247,104.122,102.775,108.077,101.431,102.292,101.743,103.12,101.65,101.787,100.734,101.815,102.087,100.925,101.433,102.35,101.335,101.863,,,101.949,104.312,100.744,102.111,101.991,102.914,102.35,102.614,101.512,102.348,101.78,104.173,102.158,103.931,101.579,101.46,101.355,102.067,102.455
Aug-17,102.164,102.388,103.897,102.865,103.066,102.724,102.52,102.197,102.137,102.738,102.991,102.324,102.406,104.015,103.45,104.046,102.669,101.837,102.912,102.789,102.914,102.955,103.613,103.414,102.708,103.24,104.205,104.284,104.553,104.712,104.779,103.471,105.953,103.611,104.459,106.743,104.707,105.754,103.86,102.713,103.083,102.715,102.567,103.062,103.098,103.752,103.094,101.135,101.178,101.596,,101.878,103.191,102.803,102.061,102.54,102.382,102.726,104.789,103.569,109.346,101.568,102.509,101.943,103.481,101.741,102.363,101.046,102.123,102.358,100.999,101.65,102.777,101.506,102.173,,,102.378,105.286,100.729,102.184,102.246,103.302,102.471,102.713,101.693,102.853,101.994,104.152,102.414,104.495,101.812,101.781,101.446,102.192,102.851
Sep-17,102.468,102.662,104.341,103.149,103.39,102.976,102.871,102.59,102.372,103.01,103.303,102.567,102.719,104.42,103.683,104.722,102.847,101.953,103.189,102.926,103.209,103.267,103.978,103.716,103.119,103.58,104.847,104.757,105.228,105.294,105.679,103.971,106.617,104.106,105.168,107.8,105.264,106.701,104.549,103.098,103.441,103.042,102.864,103.407,103.602,104.263,103.341,101.374,101.34,101.899,,101.978,103.505,103.003,102.272,102.845,102.649,103.104,104.942,104.088,110.105,102.06,102.722,102.282,104.114,101.749,102.561,101.632,102.478,102.611,101.17,101.794,103.053,101.69,102.413,,,102.744,106.334,100.756,102.506,103.07,103.375,102.606,103.252,101.899,103.093,102.096,104.351,102.875,105.105,101.842,101.711,101.56,102.396,103
